"mz","rt","mzmin","mzmax","rtmin","rtmax","compound_name","ChEBI","InChIKey","formula","adduct","polarity","matched_to_library","RTI","mixture"
268.104047495507,39.9195245210355,268.10126764391,268.104577351065,36.5790665740057,47.274397362326,"2'-deoxyguanosine","CHEBI:17172","YKBGVTZYEHREMT-KVQBGUIXSA-N","C10H13N5O4","[M+H]+","pos",TRUE,369.318239914789,"2_1"
312.095017950871,39.5364378800546,312.093782679683,312.095879845966,35.4865679901562,44.5955444418638,"2'-deoxyguanosine","CHEBI:17172","YKBGVTZYEHREMT-KVQBGUIXSA-N","C10H13N5O4","[M+CHO2]-","neg",FALSE,376.059169262658,"2_1"
266.089722269538,39.5364378800546,266.089356705056,266.089886458635,35.4865679901562,51.6736524973383,"2'-deoxyguanosine","CHEBI:17172","YKBGVTZYEHREMT-KVQBGUIXSA-N","C10H13N5O4","[M-H]-","neg",TRUE,376.059169262658,"2_1"
348.070700033175,27.392916277216,348.070167245093,348.072366029448,23.3487811379321,44.0829589450836,"2'-deoxyguanosine 5'-monophosphate","CHEBI:16192","LTFMZDNNPPEQNG-KVQBGUIXSA-N","C10H14N5O7P","[M+H]+","pos",TRUE,185.319180425015,"1_4"
346.056294648787,27.9372574828902,346.05452817721,346.056575134812,23.931175016832,44.1775121968738,"2'-deoxyguanosine 5'-monophosphate","CHEBI:16192","LTFMZDNNPPEQNG-KVQBGUIXSA-N","C10H14N5O7P","[M-H]-","neg",TRUE,220.202354531156,"1_4"
275.074998021445,39.7828670126983,275.074370375123,275.075514493065,35.1054312855078,43.1260916816396,"2'-deoxyinosine","CHEBI:28997","VGONTNSXDCQUGY-RRKCRQDMSA-N","C10H12N4O4","[M+Na]+","pos",FALSE,367.858046918785,"2_3"
251.078734859121,30.3289221393178,251.075354646131,251.079143493808,22.2906144966272,35.9028597893603,"2'-deoxyinosine","CHEBI:28997","VGONTNSXDCQUGY-RRKCRQDMSA-N","C10H12N4O4","[M-H]-","neg",FALSE,293.035186054154,"2_3"
253.093454773128,31.0955748161313,253.091702252188,253.095585256415,24.3827555269353,36.4415945868153,"2'-deoxyinosine","CHEBI:28997","VGONTNSXDCQUGY-RRKCRQDMSA-N","C10H12N4O4","[M+H]+","pos",FALSE,300.7384286188,"2_3"
297.072196326487,28.8075782965344,297.06903851927,297.076193101948,25.2860144966192,30.8360703627879,"2'-deoxyinosine","CHEBI:28997","VGONTNSXDCQUGY-RRKCRQDMSA-N","C10H12N4O4","[M+CHO2]-","neg",FALSE,246.166922259223,"2_3"
229.08199387761,38.4464208763105,229.081549335769,229.084153988837,34.4370282779203,44.4634533780927,"2'-deoxyuridine","CHEBI:16450","MXHRCPNRJAMMIM-SHYZEUOFSA-N","C9H12N2O5","[M+H]+","pos",FALSE,357.532418112574,"2_3"
