"chrom_peak_id","sample","mz","rt","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","score","ppm_error","target_theo_logP","polarity","mixture","adduct_mz","adduct_formula","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions"
"CP011694",1,175.045307490981,34.4003497856829,30.3283107431788,36.5464803708595,1789.53272637901,"N-alpha-acetyl-L-asparagine","CHEBI:139582","HXFOXFJUNFFYMO-BYPYZUCNSA-N","C6H10N2O4",174.0640568,"[M+H]+",-0.0260253090187064,148.655457192626,-4.159,"pos","1.1",175.0713328,"C6H11N2O4",7,4,2,0.875646208318214,5,1,1,274.029147639372,1
"CP011840",1,175.085777172104,40.8017721320899,37.9695997095982,45.4473377116586,3274.84141850412,"N-alpha-acetyl-L-asparagine","CHEBI:139582","HXFOXFJUNFFYMO-BYPYZUCNSA-N","C6H10N2O4",174.0640568,"[M+H]+",0.0144443721042364,82.5056385487027,-4.159,"pos","1.1",175.0713328,"C6H11N2O4",2,0,0,0,3,0,0,322.951481955522,1
"CP012058",1,175.08938719621,103.116036585498,100.388842431155,109.123102385668,1985.86050823385,"N-alpha-acetyl-L-asparagine","CHEBI:139582","HXFOXFJUNFFYMO-BYPYZUCNSA-N","C6H10N2O4",174.0640568,"[M+H]+",0.0180543962104025,103.125942560954,-4.159,"pos","1.1",175.0713328,"C6H11N2O4",2,0,0,0,3,0,0,454.758358845967,2
"CP013009",1,175.111073506679,474.560980233267,472.529388057848,476.7138041439,607.657036364695,"N-alpha-acetyl-L-asparagine","CHEBI:139582","HXFOXFJUNFFYMO-BYPYZUCNSA-N","C6H10N2O4",174.0640568,"[M+H]+",0.0397407066794528,226.997224753251,-4.159,"pos","1.1",175.0713328,"C6H11N2O4",4,0,0,0,1,0,0,1513.07388938258,3
"CP103516",2,173.056382968541,35.8814738593843,30.0727135462018,40.0406117697547,142940.575624609,"N-alpha-acetyl-L-asparagine","CHEBI:139582","HXFOXFJUNFFYMO-BYPYZUCNSA-N","C6H10N2O4",174.0640568,"[M-H]-",-0.000397831458656128,2.29884929568809,-4.159,"neg","1.1",173.0567808,"C6H9N2O4",3,1,6,0.979414150182566,10,0,0,252.458881039241,1
"CP103517",2,173.056250989651,27.8398209529476,26.5226487223796,30.0727135462018,58915.6737608078,"N-alpha-acetyl-L-asparagine","CHEBI:139582","HXFOXFJUNFFYMO-BYPYZUCNSA-N","C6H10N2O4",174.0640568,"[M-H]-",-0.000529810348695037,3.06148274714143,-4.159,"neg","1.1",173.0567808,"C6H9N2O4",3,1,4,0.98917812310246,6,0,0,124.053157733704,1
"CP011549",1,211.105014829681,27.427395913142,25.918995913118,30.8684209910802,17320.1516584534,"N(6)-acetyl-L-lysine","CHEBI:17752","DTERQYGMUDWYAZ-ZETCQYMHSA-N","C8H16N2O3",188.116092372,"[M+Na]+",-0.000297542319202648,1.4094497000546,-2.673,"pos","1.1",211.105312372,"C8H16N2O3Na",8,2,2,0.98035836208398,3,0,0,0,1
"CP011714",1,189.123155108951,27.427395913142,25.345795913138,34.4003497856829,63323.3466182152,"N(6)-acetyl-L-lysine","CHEBI:17752","DTERQYGMUDWYAZ-ZETCQYMHSA-N","C8H16N2O3",188.116092372,"[M+H]+",-0.000213263048976842,1.12763986181422,-2.673,"pos","1.1",189.123368372,"C8H17N2O3",8,1,5,0.983777414576662,10,2,1,0,1
"CP011726",1,211.068296698869,35.1551446200922,32.9243369826896,37.9695997095982,1036.6522684156,"N(6)-acetyl-L-lysine","CHEBI:17752","DTERQYGMUDWYAZ-ZETCQYMHSA-N","C8H16N2O3",188.116092372,"[M+Na]+",-0.0370156731312932,175.342215292365,-2.673,"pos","1.1",211.105312372,"C8H16N2O3Na",1,0,0,0,2,0,0,284.921633885283,1
"CP012084",1,211.131282783805,103.116036585498,99.002902309933,112.135785079345,17521.7034893705,"N(6)-acetyl-L-lysine","CHEBI:17752","DTERQYGMUDWYAZ-ZETCQYMHSA-N","C8H16N2O3",188.116092372,"[M+Na]+",0.0259704118049342,123.021119237257,-2.673,"pos","1.1",211.105312372,"C8H16N2O3Na",0,0,0,0,8,0,0,454.758358845967,2
"CP012938",1,211.108708801566,451.106916391522,449.741149468749,453.68988367591,1055.6478274058,"N(6)-acetyl-L-lysine","CHEBI:17752","DTERQYGMUDWYAZ-ZETCQYMHSA-N","C8H16N2O3",188.116092372,"[M+Na]+",0.00339642956637931,16.0887924998983,-2.673,"pos","1.1",211.105312372,"C8H16N2O3Na",2,0,3,0.804040816901051,1,1,0,1418.29645981022,3
"CP103167",2,187.108281273061,28.5355620405068,26.5226487223796,37.2754869611515,141315.290023998,"N(6)-acetyl-L-lysine","CHEBI:17752","DTERQYGMUDWYAZ-ZETCQYMHSA-N","C8H16N2O3",188.116092372,"[M-H]-",-0.000535098938769352,2.85982750115578,-2.673,"neg","1.1",187.108816372,"C8H15N2O3",4,1,4,0.986800390455524,9,0,0,172.655399266347,1
"CP011857",1,262.047249851742,37.2779575961463,30.8684209910802,51.9034571748236,22625.4039899045,"O(4)-phospho-L-tyrosine","CHEBI:37788","DCWXELXMIBXGTH-QMMMGPOBSA-N","C9H12NO6P",261.040223734,"[M+H]+",-0.000249882257833178,0.953576195486809,-4.138,"pos","1.1",262.047499734,"C9H13NO6P",9,2,3,0.975700813769991,3,0,0,305.376347112902,1
