"mz","rt","mzmin","mzmax","rtmin","rtmax","compound_name","ChEBI","InChIKey","formula","adduct","polarity","matched_to_library","RTI","mixture"
407.208456075951,271.605831165359,407.206631507031,407.210656280331,266.131770688029,280.511373520335,"cortisol","CHEBI:17650","JYGXADMDTFJGBT-VWUMJDOOSA-N","C21H30O5","[M+CHO2]-","neg",FALSE,819.106768980902,"2_4"
363.217517501594,271.461651742029,363.21698710669,363.21818906057,265.277503206274,280.613976017409,"cortisol","CHEBI:17650","JYGXADMDTFJGBT-VWUMJDOOSA-N","C21H30O5","[M+H]+","pos",FALSE,817.500489591751,"2_4"
385.190656618648,271.461651742029,385.177296065459,385.196751925886,265.735169925142,275.125668852447,"cortisol","CHEBI:17650","JYGXADMDTFJGBT-VWUMJDOOSA-N","C21H30O5","[M+Na]+","pos",FALSE,817.500489591751,"2_4"
132.077341997682,23.3507445833348,132.076865549818,132.102732691816,19.0087452909548,37.4864300389716,"creatine","CHEBI:16919","CVSVTCORWBXHQV-UHFFFAOYSA-N","C4H9N3O2","[M+H]+","pos",FALSE,0,"1_4"
154.056636447452,25.6307249864209,154.043849911262,154.061775770301,18.7807450076948,29.727268419692,"creatine","CHEBI:16919","CVSVTCORWBXHQV-UHFFFAOYSA-N","C4H9N3O2","[M+Na]+","pos",FALSE,0,"1_4"
176.098426972895,22.6989461592049,176.092492342222,176.107195254639,21.5565013499249,24.7549459945449,"creatine","CHEBI:16919","CVSVTCORWBXHQV-UHFFFAOYSA-N","C4H9N3O2","[M+CHO2]-","neg",FALSE,0,"1_4"
244.09289481825,23.845924637056,244.045755015541,244.09329521482,21.104036670276,29.5384913483175,"cytidine","CHEBI:17562","UHDGCWIWMRVCDJ-XVFCMESISA-N","C9H13N3O5","[M+H]+","pos",FALSE,0,"1_5"
266.074126395447,23.845924637056,265.968902587891,266.078979492188,21.332925460096,40.7117592301497,"cytidine","CHEBI:17562","UHDGCWIWMRVCDJ-XVFCMESISA-N","C9H13N3O5","[M+Na]+","pos",FALSE,0,"1_5"
324.059285391698,26.5401490447274,324.05034586419,324.061838648477,20.6087455531748,34.0543105828652,"cytidine 5'-monophosphate","CHEBI:17361","IERHLVCPSMICTF-XVFCMESISA-N","C9H14N3O8P","[M+H]+","pos",FALSE,202.351032362045,"1_2"
346.04147275297,22.8947458049948,345.916320800781,346.055145263672,21.2947455427148,39.9915949849929,"cytidine 5'-monophosphate","CHEBI:17361","IERHLVCPSMICTF-XVFCMESISA-N","C9H14N3O8P","[M+Na]+","pos",FALSE,0,"1_2"
322.043778456301,24.3139316164768,322.014485681797,322.044517779627,22.2579307876901,27.9785978320234,"cytidine 5'-monophosphate","CHEBI:17361","IERHLVCPSMICTF-XVFCMESISA-N","C9H14N3O8P","[M-H]-","neg",FALSE,0,"1_2"
134.032418639147,23.3227789063415,134.028873200965,134.033457341821,21.2667786736415,26.7555463364205,"cytosine","CHEBI:16040","OPTASPLRGRRNAP-UHFFFAOYSA-N","C4H5N3O","[M+Na]+","pos",FALSE,0,"2_8"
112.050631419112,25.1499759064587,112.050071716309,112.077541143386,19.4344454665015,45.4680126514075,"cytosine","CHEBI:16040","OPTASPLRGRRNAP-UHFFFAOYSA-N","C4H5N3O","[M+H]+","pos",FALSE,0,"2_8"
90.0568834161165,23.3507445833348,90.0398814461689,90.0587367079195,21.2947455427148,26.5401490447274,"D-alanine","CHEBI:15570","QNAYBMKLOCPYGJ-UWTATZPHSA-N","C3H7NO2","[M+H]+","pos",FALSE,0,"1_3"
88.0110697155551,24.7629381783075,87.9858969310544,88.0140059866576,23.1639386780275,27.2852720387075,"D-alanine","CHEBI:15570","QNAYBMKLOCPYGJ-UWTATZPHSA-N","C3H7NO2","[M-H]-","neg",FALSE,0,"1_3"
197.10104276886,21.561925313236,197.087372059332,197.117155162432,19.276036124796,24.074813426876,"D-arginine","CHEBI:15816","ODKSFYDXXFIFQN-SCSAIBSYSA-N","C6H14N4O2","[M+Na]+","pos",FALSE,0,"1_5"
175.119334529474,21.561925313236,175.096360229515,175.127593218691,17.6761471245226,24.9853504183031,"D-arginine","CHEBI:15816","ODKSFYDXXFIFQN-SCSAIBSYSA-N","C6H14N4O2","[M+H]+","pos",FALSE,0,"1_5"
173.104896226804,22.3816538452373,173.097606425383,173.105782515503,20.3175438045373,24.894654611644,"D-arginine","CHEBI:15816","ODKSFYDXXFIFQN-SCSAIBSYSA-N","C6H14N4O2","[M-H]-","neg",FALSE,0,"1_5"
122.026890801773,22.7421053892438,122.024589110177,122.028335571289,20.6853275145904,24.5690177971813,"D-cysteine","CHEBI:16375","XUJNEKJLAYXESH-UWTATZPHSA-N","C3H7NO2S","[M+H]+","pos",FALSE,0,"1_6"
120.013090546922,23.9323235916028,120.012832048526,120.01338015337,20.4991018143228,33.5405518163985,"D-cysteine","CHEBI:16375","XUJNEKJLAYXESH-UWTATZPHSA-N","C3H7NO2S","[M-H]-","neg",FALSE,0,"1_6"
143.987997874524,20.4565497881371,143.967936075705,144.002944041899,17.7145493672304,24.5690177971813,"D-cysteine","CHEBI:16375","XUJNEKJLAYXESH-UWTATZPHSA-N","C3H7NO2S","[M+Na]+","pos",FALSE,0,"1_6"
253.141077573043,400.845130109714,253.133758544922,253.1845703125,396.04367728604,419.382960711082,"Dipropyl hexanedioate","CHEBI:169438","NKOUWLLFHNBUDW-UHFFFAOYSA-N","C12H22O4","[M+Na]+","pos",FALSE,1317.68306812432,"3_3"
229.162705174953,404.705803406968,229.144941853581,229.173630202257,401.170597254864,407.829475496161,"Dipropyl hexanedioate","CHEBI:169438","NKOUWLLFHNBUDW-UHFFFAOYSA-N","C12H22O4","[M-H]-","neg",FALSE,1334.93791331187,"3_3"
341.086929883534,139.460214330397,340.956878662109,341.234558105469,80.0380438566729,147.004586702796,"esculin","CHEBI:4853","XHCADAYNFIFUHF-TVKJYDDYSA-N","C15H16O9","[M+H]+","pos",FALSE,535.704935079694,"2_6"
363.068400081607,139.460214330397,363.053619384766,363.129272460938,115.658936724982,146.092553144018,"esculin","CHEBI:4853","XHCADAYNFIFUHF-TVKJYDDYSA-N","C15H16O9","[M+Na]+","pos",FALSE,535.704935079694,"2_6"
339.072658085362,138.813544363586,338.800231933594,339.248626708984,132.155130070462,159.013490035689,"esculin","CHEBI:4853","XHCADAYNFIFUHF-TVKJYDDYSA-N","C15H16O9","[M-H]-","neg",FALSE,536.759063591364,"2_6"
442.14750665763,162.849138233615,442.145357574833,442.148895263672,157.371914806968,166.273892552025,"folic acid","CHEBI:27470","OVBPIULPVIDEAO-LBPRGKRZSA-N","C19H19N7O6","[M+H]+","pos",FALSE,565.480763076218,"1_2"
464.130008563865,162.849138233615,464.128124931331,464.132920426955,155.758584745153,166.501759588642,"folic acid","CHEBI:27470","OVBPIULPVIDEAO-LBPRGKRZSA-N","C19H19N7O6","[M+Na]+","pos",FALSE,565.480763076218,"1_2"
440.134581138006,163.790711641981,440.130932308348,440.13585529586,158.516248478007,171.798380732344,"folic acid","CHEBI:27470","OVBPIULPVIDEAO-LBPRGKRZSA-N","C19H19N7O6","[M-H]-","neg",FALSE,571.152587839688,"1_2"
115.075771976911,152.452664545665,115.073099716039,115.078074934755,148.34670324655,155.190584980035,"gamma-caprolactone","CHEBI:85235","JBFHTYHTHYHCDJ-UHFFFAOYSA-N","C6H10O2","[M+H]+","pos",FALSE,552.543695202047,"2_7"
308.09211457048,26.0849883156209,308.082560023965,308.092452261544,21.2947455427148,45.2295332033074,"glutathione","CHEBI:16856","RWSXRVCMGQZWBV-WDSKDSINSA-N","C10H17N3O6S","[M+H]+","pos",FALSE,200.780013869489,"1_1"
306.078140429725,27.5292566894727,306.073760986328,306.088287353516,24.5508127886927,46.0764327859389,"glutathione","CHEBI:16856","RWSXRVCMGQZWBV-WDSKDSINSA-N","C10H17N3O6S","[M-H]-","neg",FALSE,400.070336313756,"1_1"
330.077856573137,26.0849883156209,330.060241699219,330.349304199219,23.3507445833348,29.9555254165344,"glutathione","CHEBI:16856","RWSXRVCMGQZWBV-WDSKDSINSA-N","C10H17N3O6S","[M+Na]+","pos",FALSE,200.780013869489,"1_1"
613.158122354679,25.6307249864209,613.045328476885,613.159339557331,22.4377456685948,36.8035809103291,"glutathione disulfide","CHEBI:17858","YPZRWBKMTBYPTK-BJDJZHNGSA-N","C20H32N6O12S2","[M+H]+","pos",FALSE,0,"1_4"
635.128550527736,25.857877354903,635.033291801216,635.150240498488,23.3507445833348,28.5889847035269,"glutathione disulfide","CHEBI:17858","YPZRWBKMTBYPTK-BJDJZHNGSA-N","C20H32N6O12S2","[M+Na]+","pos",FALSE,0,"1_4"
174.038681931974,25.4063245017941,174.000257058727,174.039557030972,21.295171231101,28.6137237707038,"guanine","CHEBI:16235","UYTPUPDQBNUYGX-UHFFFAOYSA-N","C5H5N5O","[M+Na]+","pos",FALSE,0,"2_6"
152.057377080829,25.4063245017941,152.048950195312,152.149368286133,22.437171588421,36.8412161790053,"guanine","CHEBI:16235","UYTPUPDQBNUYGX-UHFFFAOYSA-N","C5H5N5O","[M+H]+","pos",FALSE,0,"2_6"
196.048936978606,24.0692577680061,196.039764376269,196.053635376745,21.5571470976061,25.9069240013728,"guanine","CHEBI:16235","UYTPUPDQBNUYGX-UHFFFAOYSA-N","C5H5N5O","[M+CHO2]-","neg",FALSE,0,"2_6"
150.039139791229,25.2121468305661,150.03561599124,150.043832884889,22.2421459277661,27.2778131485061,"guanine","CHEBI:16235","UYTPUPDQBNUYGX-UHFFFAOYSA-N","C5H5N5O","[M-H]-","neg",FALSE,0,"2_6"
364.064640200066,24.4928382460887,364.064300537109,364.228637695312,21.2947455427148,31.0948283770683,"guanosine 5'-monophosphate","CHEBI:17345","RQFCJASXJCIDSX-UUOKFMHZSA-N","C10H14N5O8P","[M+H]+","pos",FALSE,0,"1_1"
362.051655616644,25.9218116083927,362.045456971165,362.052119035706,23.6368125159527,28.6715988471853,"guanosine 5'-monophosphate","CHEBI:17345","RQFCJASXJCIDSX-UUOKFMHZSA-N","C10H14N5O8P","[M-H]-","neg",FALSE,0,"1_1"
386.041887812319,24.4928382460887,385.973237546876,386.108654785156,22.4377456685948,26.995347081335,"guanosine 5'-monophosphate","CHEBI:17345","RQFCJASXJCIDSX-UUOKFMHZSA-N","C10H14N5O8P","[M+Na]+","pos",FALSE,0,"1_1"
285.207032172515,398.760156088998,285.072662353516,285.218719482422,395.244516009282,440.232597070595,"hexadecanedioic acid","CHEBI:73722","QQHJDPROMQRDLA-UHFFFAOYSA-N","C16H30O4","[M-H]-","neg",FALSE,1310.4324163393,"3_2"
309.198770301074,408.394357437615,309.178702644923,309.20181805494,405.640036246388,413.652648029509,"hexadecanedioic acid","CHEBI:73722","QQHJDPROMQRDLA-UHFFFAOYSA-N","C16H30O4","[M+Na]+","pos",FALSE,1349.05908566502,"3_2"
269.063327811032,23.8077447196748,268.930450439453,269.079254150391,22.2087458154548,39.3087201508143,"homocystine","CHEBI:17485","ZTVZLYBCZNMWCF-UHFFFAOYSA-N","C8H16N2O4S2","[M+H]+","pos",FALSE,0,"1_1"
267.04895674019,24.7789225458327,267.011793361558,267.050455335211,19.5228113213327,28.6715988471853,"homocystine","CHEBI:17485","ZTVZLYBCZNMWCF-UHFFFAOYSA-N","C8H16N2O4S2","[M-H]-","neg",FALSE,0,"1_1"
391.282107453128,348.95832201076,391.069671630859,391.288116455078,345.610554843817,352.216118731872,"hyodeoxycholic acid","CHEBI:52023","DGABKXLVXPYZII-SIBKNCMHSA-N","C24H40O4","[M-H]-","neg",FALSE,1085.05805967635,"3_2"
437.283075353609,348.95832201076,437.208832152415,437.286908906215,347.075748571945,352.216118731872,"hyodeoxycholic acid","CHEBI:52023","DGABKXLVXPYZII-SIBKNCMHSA-N","C24H40O4","[M+CHO2]-","neg",FALSE,1085.05805967635,"3_2"
159.027598756419,28.0907853585792,159.025277808944,159.028801608403,25.3487860676698,30.1428052770756,"hypoxanthine","CHEBI:17368","FDGQSTZJBFJUBT-UHFFFAOYSA-N","C5H4N4O","[M+Na]+","pos",FALSE,207.714452181811,"2_5"
135.031626518935,35.3701069531022,134.963287353516,135.037200927734,32.3934686889518,53.4790299380088,"hypoxanthine","CHEBI:17368","FDGQSTZJBFJUBT-UHFFFAOYSA-N","C5H4N4O","[M-H]-","neg",FALSE,0,"2_5"
137.047067598716,27.4071168804296,137.045196533203,137.068939208984,24.892756971235,41.5496531829848,"hypoxanthine","CHEBI:17368","FDGQSTZJBFJUBT-UHFFFAOYSA-N","C5H4N4O","[M+H]+","pos",FALSE,205.329894933614,"2_5"
127.050611090608,23.4945869043552,127.042597422497,127.050788050215,21.4388099903752,26.9182484344934,"imidazol-4-ylacetic acid","CHEBI:16974","PRJKNHOMHKJCEJ-UHFFFAOYSA-N","C5H6N2O2","[M+H]+","pos",FALSE,0,"2_3"
125.027137632722,23.5320209341446,125.018105772262,125.034877728656,18.2630198078646,28.5610826826521,"imidazol-4-ylacetic acid","CHEBI:16974","PRJKNHOMHKJCEJ-UHFFFAOYSA-N","C5H6N2O2","[M-H]-","neg",FALSE,0,"2_3"
149.072849841314,25.0918279653718,148.97265625,149.082153320312,20.7535874441352,33.7579547206239,"imidazol-4-ylacetic acid","CHEBI:16974","PRJKNHOMHKJCEJ-UHFFFAOYSA-N","C5H6N2O2","[M+Na]+","pos",FALSE,0,"2_3"
349.054399350765,25.4025180755232,348.975250244141,349.076538085938,21.5237453958548,43.6353749934643,"IMP","CHEBI:17202","GRSZFWQUAKGDAV-KQYNXXCUSA-N","C10H13N4O8P","[M+H]+","pos",FALSE,0,"1_2"
347.039326315033,26.1419307711968,347.037318953915,347.03987547734,22.4867085141901,28.2065981152834,"IMP","CHEBI:17202","GRSZFWQUAKGDAV-KQYNXXCUSA-N","C10H13N4O8P","[M-H]-","neg",FALSE,0,"1_2"
371.035118817967,24.9471118518279,371.029705690658,371.036960920985,23.1227460881948,26.7682327153471,"IMP","CHEBI:17202","GRSZFWQUAKGDAV-KQYNXXCUSA-N","C10H13N4O8P","[M+Na]+","pos",FALSE,0,"1_2"
204.102898909454,290.163468777026,204.101035997566,204.103098828994,286.050390998358,296.564617841288,"indole-3-butyric acid","CHEBI:33070","JTEDVYBZBROSJT-UHFFFAOYSA-N","C12H13NO2","[M+H]+","pos",FALSE,880.626280300162,"2_6"
202.088690437048,290.153192921291,201.992523193359,202.100631713867,285.816107030399,295.857751203174,"indole-3-butyric acid","CHEBI:33070","JTEDVYBZBROSJT-UHFFFAOYSA-N","C12H13NO2","[M-H]-","neg",FALSE,832.269301243812,"2_6"
226.07858783295,290.163468777026,226.071816423412,226.081959121286,286.050390998358,294.507503018448,"indole-3-butyric acid","CHEBI:33070","JTEDVYBZBROSJT-UHFFFAOYSA-N","C12H13NO2","[M+Na]+","pos",FALSE,880.626280300162,"2_6"
191.02042547026,26.8236048586275,191.011703491211,191.026336669922,24.3059392340275,47.8855732721585,"isocitric acid","CHEBI:30887","ODBLHEXUDAPZAU-UHFFFAOYSA-N","C6H8O7","[M-H]-","neg",TRUE,0,"1_3"
