"chrom_peak_id","mz","rt","mzmin","mzmax","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","score","ppm_error","polarity","mixture","adduct_mz","adduct_formula","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions"
"CP263765",164.071746611615,221.856138584693,164.070340983006,164.073140300465,219.888571815347,223.331866039461,1719.77925122942,"(2R)-2-amino-3-methoxypropanoic acid","0","KNTFCRCCPLEUQZ-GSVOUGTGSA-N","C4H9NO3",119.058243147999,"[M+CHO2]-",0.0153034636162204,93.2816981922177,"neg","1_5",164.056443147999,"C5H10NO5",0,0,0,0,0,0,0,641.003991139334,4
"CP031955",142.086016905484,40.0642255357405,142.084770265881,142.086978923409,38.0600007324362,41.4000346406631,691.908008862305,"(2R)-2-amino-3-methoxypropanoic acid","0","KNTFCRCCPLEUQZ-GSVOUGTGSA-N","C4H9NO3",119.058243147999,"[M+Na]+",0.0385537574845785,271.414614736269,"pos","1_5",142.047463147999,"C4H9NO3Na",3,0,0,0,0,0,0,370.442786366741,2
"CP342780",167.03505244065,109.352790342409,167.034903826145,167.035189038136,96.2118785793502,119.454469282983,3357576.62195896,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M-H]-",6.97046498601139e-05,0.417305696796956,"neg","2_8",167.034982736,"C8H7O4",6,1,1,0.909467145003601,0,0,0,483.988580453676,3
"CP100237",191.031110463157,114.014354937426,191.030252129048,191.032121461824,109.989542037166,118.040330519572,15450.7943051529,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+Na]+",-0.000368272842791839,1.92781234395815,"pos","2_8",191.031478736,"C8H8O4Na",7,4,1,0.909467145003601,0,0,0,481.708534468507,3
"CP100235",169.049186857351,114.014354937426,169.048244368118,169.049847891117,104.623871923979,118.040330519572,39238.3224169709,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+H]+",-0.000347878649392896,2.05785038057732,"pos","2_8",169.049534736,"C8H9O4",7,4,1,0.909467145003601,0,0,0,481.708534468507,3
"CP100401",191.033395210788,152.845675227717,191.031544747608,191.035554373847,149.509992041556,158.18257770848,8818.13979145568,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+Na]+",0.00191647478774826,10.0322459964662,"pos","2_8",191.031478736,"C8H8O4Na",2,1,1,0.909467145003601,0,0,0,529.981972872962,5
"CP342066",213.042711204507,46.5787545158441,213.040416892448,213.044592042076,43.0268772103992,49.1147808100807,8573.32183092054,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+CHO2]-",0.00225246850672534,10.5729612116382,"neg","2_8",213.040458736,"C9H9O6",1,0,0,0,0,0,0,405.297257220025,2
"CP342065",213.042839755087,54.1863898197828,213.041646927909,213.044530269309,51.1438604552492,58.7495084889525,9364.2685003485,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+CHO2]-",0.00238101908732347,11.1763704483665,"neg","2_8",213.040458736,"C9H9O6",4,0,0,0,0,0,0,414.83392123825,2
"CP342696",213.037093719881,109.858330370654,213.035264469087,213.040545089423,105.815422756208,113.394492562662,10378.2086929029,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+CHO2]-",-0.0033650161192611,15.7951974907782,"neg","2_8",213.040458736,"C9H9O6",5,0,0,0,0,0,0,484.6223076507,3
"CP099399",191.026919252134,27.0047106344956,191.025921096796,191.029231988721,25.660755369232,29.0073448388507,2226.49782231445,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+Na]+",-0.00455948386630212,23.8677096385941,"pos","2_8",191.031478736,"C8H8O4Na",2,0,0,0,0,0,0,0,1
"CP100055",191.011711289912,62.4253339164106,191.008469512432,191.012623074391,55.067328147904,65.7710870133267,5663.83484988969,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+Na]+",-0.0197674460880251,103.477428007261,"pos","2_8",191.031478736,"C8H8O4Na",2,0,0,0,0,0,0,421.211644107532,2
"CP343562",213.014523976576,237.296821229422,213.014173481731,213.015224593179,235.816801927056,238.777825319823,8463.64820236767,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+CHO2]-",-0.0259347594238193,121.736310453395,"neg","2_8",213.040458736,"C9H9O6",1,0,0,0,0,0,0,675.773164771299,6
"CP100400",190.994937528054,130.122936487856,190.99410132574,190.995529638003,124.081235481728,136.82099264265,47336.3403278002,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+Na]+",-0.036541207945703,191.283699354084,"pos","2_8",191.031478736,"C8H8O4Na",0,0,0,0,0,0,0,500.65871847062,4
"CP100858",169.083815045876,230.099494095142,169.083254627804,169.084746707443,228.037868241212,235.590500747466,12810.1417705422,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+H]+",0.0342803098758679,202.782633678363,"pos","2_8",169.049534736,"C8H9O4",0,0,0,0,0,0,0,652.276046180748,6
"CP345635",212.996841155139,557.95606283546,212.995753760574,212.999749787053,556.4580628355,558.95506283546,10535.6945158471,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+CHO2]-",-0.0436175808605128,204.73848544686,"neg","2_8",213.040458736,"C9H9O6",1,0,0,0,0,0,0,0,8
"CP101360",190.991798698519,299.574203559511,190.991321285121,190.992136902135,297.54296847978,300.928334125336,1321.37989584959,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+Na]+",-0.0396800374808777,207.714653854061,"pos","2_8",191.031478736,"C8H8O4Na",2,0,0,0,0,0,0,846.369715631264,7
"CP340948",213.085488668359,23.2846596150771,213.082677747384,213.088136303553,21.2876596150731,24.7826596150731,1121.57706495012,"(3,4-dihydroxyphenyl)acetic acid","CHEBI:41941","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","C8H8O4",168.042258736,"[M+CHO2]-",0.0450299323587728,211.367984400437,"neg","2_8",213.040458736,"C9H9O6",1,0,0,0,0,0,0,0,1
"CP117451",412.191753558011,399.508383684717,412.190359755309,412.192196532534,392.774213926115,402.201853415784,1733784.87957381,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M+H]+",-0.00010897398783527,0.264376853938523,"pos","3_1",412.191862531999,"C24H27NO4F",9,3,2,0.761133822933741,0,0,0,1228.68323626956,3
"CP117343",434.174063862068,399.508383684717,434.173192577119,434.176451614563,394.121290563165,407.590077721645,107616.050021338,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M+Na]+",0.000257330068620831,0.592689067717552,"pos","3_1",434.173806531999,"C24H26NO4FNa",9,6,1,0.761646060429508,15,0,0,1228.68323626956,3
"CP498375",456.183464422907,396.93959311128,456.177021533937,456.186779236108,390.939439713442,398.93872357008,6693.14233258669,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M+CHO2]-",0.000677890908036716,1.48600720599344,"neg","3_1",456.182786531999,"C25H27NO6F",6,5,1,0.750128277165263,10,0,0,1229.77195415158,3
"CP363427",410.178078830074,399.938404920333,410.177529317945,410.178507139474,390.939439713442,418.446977188971,18664915.1880351,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M-H]-",0.000768298075115581,1.87308769985132,"neg","3_1",410.177310531999,"C24H25NO4F",6,2,2,0.959164555051721,27,1,1,1242.28394667918,3
