chrom_peak_id;mzmin;mzmax;rtmin;rtmax;into;target_ChEBI.name;target_ChEBI;target_InChIKey;target_formula;target_M;adduct;mixture;ms1_adduct_count;ms1_adduct_05_count;isopeak_count;isopeak_sim;ms2_count;ms2_matched_count;ms2_true_count;RTI;rt_regions;rtmed;mzmed;number_of_peaks;
CP043594|CP043576;245.0773854;245.0804493;369.5199329;376.96317;22181.89385;Gly-Phe;CHEBI:73912;JBCLFWXMTIKCCB-VIFPVBQESA-N;C11H14N2O3;222.1004423;[M+Na]+|[M+H]+;2_1;6;0;0;0;0;0;0;1119.63637133294|1119.63637133294;12;372.2270764;234.0881841;2;
CP276693;267.1032895;267.1074945;405.934637;411.4374262;12036.05992;Gly-Phe;CHEBI:73912;JBCLFWXMTIKCCB-VIFPVBQESA-N;C11H14N2O3;222.1004423;[M+CHO2]-;2_1;1;0;0;0;0;0;0;1280.153052;13;408.9360835;267.1066235;1;FALSE
CP043890;223.0628392;223.0664508;420.8748822;430.3530309;10401.20598;Gly-Phe;CHEBI:73912;JBCLFWXMTIKCCB-VIFPVBQESA-N;C11H14N2O3;222.1004423;[M+H]+;2_1;0;0;0;0;0;0;0;1333.467665;14;424.2580618;223.0642753;1;FALSE
CP276957;267.1459152;267.1485251;432.4673514;440.4797567;45702.96061;Gly-Phe;CHEBI:73912;JBCLFWXMTIKCCB-VIFPVBQESA-N;C11H14N2O3;222.1004423;[M+CHO2]-;2_1;1;0;0;0;0;0;0;1392.965979;15;435.9732264;267.1466343;1;FALSE
CP044165;223.0936403;223.0986058;483.5189523;486.9385841;4168.81999;Gly-Phe;CHEBI:73912;JBCLFWXMTIKCCB-VIFPVBQESA-N;C11H14N2O3;222.1004423;[M+H]+;2_1;0;0;0;0;0;0;0;1584.868495;16;484.8865803;223.0964074;1;FALSE
CP104935|CP348536|CP104641|CP104754|CP105622;173.0918376;173.0922953;24.95298493;49.68029939;2495155.054;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+H]+|[M-H]-|[M+Na]+|[M+H]+|[M+Na]+;2_9;26;3;3;0.548346065;12;1;1;0|208.016760842405|273.129841534007|349.889495527807|384.932871954731;1;33.02566764;181.4785265;5;
CP105230;195.0674744;195.0728726;125.3770671;136.7746999;18781.8848;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+Na]+;2_9;1;0;0;0;0;0;0;503.1944617;2;132.0878968;195.0688953;1;FALSE
CP349336;171.0645512;171.0687533;149.2354391;157.2952247;6778.844005;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M-H]-;2_9;3;0;0;0;0;0;0;539.4465298;3;154.2744218;171.0666244;1;FALSE
CP350908|CP351025;217.084297;217.0870516;263.0984621;274.0305122;10474.00929;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+CHO2]-|[M-H]-;2_9;3;0;0;0;0;0;0;760.951535409683|758.065919019863;4;268.5644467;194.0941757;2;
CP107122|CP107131;195.0999958;195.103983;347.5797971;354.3284537;20535.09936;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+Na]+|[M+Na]+;2_9;2;0;0;0;0;0;0;1027.78510369498|1040.90636869016;5;351.2913647;195.1108251;2;
CP351597;217.084054;217.0890425;361.036423;365.0187619;1297.947584;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+CHO2]-;2_9;2;2;1;0.900266148;0;0;0;1090.690136;6;363.0278362;217.0861699;1;FALSE
CP107470;195.1000701;195.1038298;407.5582077;413.6220303;37859.94006;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+Na]+;2_9;1;0;0;0;0;0;0;1272.701102;7;410.2528965;195.102202;1;FALSE
CP108038;173.1350914;173.1373722;503.7770912;515.4341949;15655.45349;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+H]+;2_9;0;0;0;0;0;0;0;1686.054084;8;509.2628945;173.1363318;1;FALSE
CP352700|CP109299;171.0999955;171.1036238;529.8431756;546.9719755;42497.05301;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M-H]-|[M+Na]+;2_9;3;0;0;0;0;0;0;0|1803.28703449731;9;538.9065048;183.1124087;2;
CP109300;195.1224043;195.1231627;557.9981531;566.9263162;58621.73507;Gly-Pro;CHEBI:70744;KZNQNBZMBZJQJO-YFKPBYRVSA-N;C7H12N2O3;172.0847922;[M+Na]+;2_9;2;0;0;0;0;0;0;1918.197909;10;560.7454672;195.1228273;1;FALSE
CP327847|CP327292;89.02260001;89.02460578;22.63279287;29.67165197;39044.40962;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M-H]-|[M+CHO2]-;2_6;12;3;1;0.480882542;3;0;0;0|0;1;25.37919287;112.0259084;2;
CP486813|CP087796|CP087849|CP087878;113.0166163;113.0345567;21.66249624;47.78386336;151136.1219;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M+Na]+|[M+Na]+|[M+Na]+|[M+H]+;2_6;8;1;1;0.240441271;0;0;0;355.661943214248|390.743633863902|380.7141378232|355.661943214248;2;40.42864744;107.5292126;4;
CP088036;113.0593293;113.0601778;100.0217098;114.1076307;452747.7807;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M+Na]+;2_6;2;0;0;0;0;0;0;473.1641117;3;106.7280563;113.0597924;1;FALSE
CP089032|CP088698;91.0539501;91.0543294;183.0554233;199.9734723;31125.77872;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M+H]+|[M+Na]+;2_6;3;0;0;0;0;0;0;581.160952863427|573.313697924146;4;189.4640879;102.0571963;2;
CP090287;91.00596881;91.00662949;290.0471373;293.4302921;2019.11978;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M+H]+;2_6;1;0;0;0;0;0;0;819.228196;5;291.4002635;91.00637455;1;FALSE
CP090468;113.0230337;113.02508;308.9948762;313.0524365;1324.488682;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M+Na]+;2_6;1;0;0;0;0;0;0;884.3897101;6;311.0243051;113.0240803;1;FALSE
CP333321;89.00140882;89.00282545;596.9012376;599.4014376;1235.400806;glyceraldehyde;CHEBI:5445;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C3H6O3;90.03169405;[M-H]-;2_6;2;2;1;0.961765084;0;0;0;0;7;598.3992376;89.00246345;1;FALSE
CP046459|CP046839|CP046507;93.04433102;93.04582432;26.47755926;37.8427071;3327.312176;glycerol;CHEBI:17754;PEDCQBHIVMGVHV-UHFFFAOYSA-N;C3H8O3;92.04734412;[M+H]+|[M+H]+|[M+Na]+;2_10;0;0;0;0;0;0;0;189.389843166056|337.598237411434|239.291960010049;1;30.93812809;100.3611965;3;
CP047515;115.0739445;115.0754884;153.7004431;161.0464623;10115.91329;glycerol;CHEBI:17754;PEDCQBHIVMGVHV-UHFFFAOYSA-N;C3H8O3;92.04734412;[M+Na]+;2_10;1;0;0;0;0;0;0;536.116727;2;157.038948;115.0748466;1;FALSE
CP047760;114.9953579;114.9975213;185.8578027;189.2330362;2115.615213;glycerol;CHEBI:17754;PEDCQBHIVMGVHV-UHFFFAOYSA-N;C3H8O3;92.04734412;[M+Na]+;2_10;1;0;0;0;0;0;0;574.7099303;3;187.2072535;114.9963591;1;FALSE
CP049439;93.06897079;93.06998116;418.1243567;421.5032946;1319.906387;glycerol;CHEBI:17754;PEDCQBHIVMGVHV-UHFFFAOYSA-N;C3H8O3;92.04734412;[M+H]+;2_10;1;0;0;0;0;0;0;1316.612548;4;420.1514811;93.06954949;1;FALSE
CP498776;1019.949371;1019.981125;654.8200838;674.2930838;29999.43763;Glycerol Trieicosanoate;0;KCVWRCXEUJUXIG-UHFFFAOYSA-N;C63H122O6;974.9241416;[M+CHO2]-;3_2;0;0;0;0;0;0;0;0;1;670.7980838;1019.9615;1;FALSE
CP498777;1019.953058;1019.980838;676.7890838;715.2360838;55860.22215;Glycerol Trieicosanoate;0;KCVWRCXEUJUXIG-UHFFFAOYSA-N;C63H122O6;974.9241416;[M+CHO2]-;3_2;1;0;0;0;0;0;0;0;2;688.7720838;1019.957857;1;FALSE
CP046329|CP046482|CP284270|CP279730|CP279937;97.03701559;97.03744582;21.06460232;30.9569923;46625.56645;glycinamide;CHEBI:42843;BEBCJVAWIBVWNZ-UHFFFAOYSA-N;C2H6N2O;74.04801281;[M+Na]+|[M+H]+|[M+CHO2]-|[M-H]-|[M-H]-;2_10;6;2;2;0.387975459;6;0;0;0|139.763713855618|0|0|0;1;25.63283049;87.4304631;5;
CP280541;73.02900431;73.02961421;41.0690904;46.12220454;1193.304121;glycinamide;CHEBI:42843;BEBCJVAWIBVWNZ-UHFFFAOYSA-N;C2H6N2O;74.04801281;[M-H]-;2_10;0;0;0;0;0;0;0;400.7841082;2;43.09140442;73.02923503;1;FALSE
CP280926|CP047058;119.0601147;119.0605205;68.33482441;80.94368871;122865.9044;glycinamide;CHEBI:42843;BEBCJVAWIBVWNZ-UHFFFAOYSA-N;C2H6N2O;74.04801281;[M+CHO2]-|[M+Na]+;2_10;0;0;0;0;3;0;0;439.329203176236|435.450870496976;3;73.93161673;108.0423517;2;
CP048062;97.06284367;97.06437995;204.8640489;208.2856545;867.3257681;glycinamide;CHEBI:42843;BEBCJVAWIBVWNZ-UHFFFAOYSA-N;C2H6N2O;74.04801281;[M+Na]+;2_10;0;0;0;0;0;0;0;599.9228576;4;206.9161978;97.06356736;1;FALSE
CP282175;119.0086752;119.0098634;266.7897032;269.2772312;1734.532343;glycinamide;CHEBI:42843;BEBCJVAWIBVWNZ-UHFFFAOYSA-N;C2H6N2O;74.04801281;[M+CHO2]-;2_10;0;0;0;0;0;0;0;758.2434969;5;268.2816846;119.0095246;1;FALSE
CP021958|CP252275|CP022200|CP251561;76.03887905;76.03979463;22.67278114;41.41093388;61773.25599;glycine;CHEBI:15428;DHMQDGOQFOQNFH-UHFFFAOYSA-N;C2H5NO2;75.0320284;[M+H]+|[M-H]-|[M+Na]+|[M-H]-;1_4;9;3;3;0.728583477;6;0;0;0|220.202354531156|272.873915533934|203.218533000525;1;27.87101635;80.53239889;4;
CP341604|CP099444|CP341291;72.99285335;72.99382149;23.78405962;34.39235634;49704.90354;glyoxylic acid;CHEBI:16891;HHLFWLYXYJOTON-UHFFFAOYSA-N;C2H2O3;74.00039392;[M-H]-|[M+H]+|[M-H]-;2_8;7;4;2;0.647916473;0;0;0;115.489195300664|0|165.504217834866;1;26.79862487;73.68891077;3;
CP100373;75.02618973;75.02677269;124.752806;136.1517719;26319.02437;glyoxylic acid;CHEBI:16891;HHLFWLYXYJOTON-UHFFFAOYSA-N;C2H2O3;74.00039392;[M+H]+;2_8;1;0;0;0;0;0;0;501.5244514;2;130.7937973;75.02646748;1;FALSE
CP263591;568.0005331;568.0147268;204.6168061;208.0713033;1199.646347;GTP;CHEBI:15996;XKMLYUALXHKNFT-UUOKFMHZSA-N;C10H16N5O14P3;522.9906601;[M+CHO2]-;1_5;2;0;0;0;0;0;0;606.458811;1;206.5914871;568.0084373;1;FALSE
CP493469;568.0172749;568.0414466;381.4261328;443.9856781;136818.7622;GTP;CHEBI:15996;XKMLYUALXHKNFT-UUOKFMHZSA-N;C10H16N5O14P3;522.9906601;[M+CHO2]-;1_5;1;0;0;0;0;0;0;1298.944611;2;413.4400444;568.0289506;1;FALSE
CP327783|CP087162|CP087140|CP087600|CP326879|CP327481|CP086905|CP087028;150.0419259;150.0432398;18.27849624;41.09641555;329856.995;guanine;CHEBI:16235;UYTPUPDQBNUYGX-UHFFFAOYSA-N;C5H5N5O;151.0494098;[M-H]-|[M+Na]+|[M+H]+|[M+Na]+|[M+CHO2]-|[M+CHO2]-|[M+H]+|[M+Na]+;2_6;33;7;3;0.348652367;24;1;1;100.179555849479|0|0|350.653059295728|0|234.391595079808|0|0;1;26.72363368;171.0379017;8;
CP088120;152.0146385;152.0165239;117.4628943;130.8863177;25165.51376;guanine;CHEBI:16235;UYTPUPDQBNUYGX-UHFFFAOYSA-N;C5H5N5O;151.0494098;[M+H]+;2_6;4;0;0;0;0;0;0;492.8363174;2;123.5036266;152.0154009;1;FALSE
CP089984|CP089983;152.0276743;152.0304739;266.9648731;273.0968382;5699.170169;guanine;CHEBI:16235;UYTPUPDQBNUYGX-UHFFFAOYSA-N;C5H5N5O;151.0494098;[M+H]+|[M+H]+;2_6;0;0;0;0;0;0;0;753.881604975216|753.881604975216;3;269.6912748;152.0180599;2;
CP090413;152.0267044;152.0281739;308.9948762;312.3763191;1384.979195;guanine;CHEBI:16235;UYTPUPDQBNUYGX-UHFFFAOYSA-N;C5H5N5O;151.0494098;[M+H]+;2_6;2;0;0;0;0;0;0;882.1434257;4;310.3478141;152.0275104;1;FALSE
CP091225;152.0685318;152.0704767;413.6210406;416.9931395;1123.331998;guanine;CHEBI:16235;UYTPUPDQBNUYGX-UHFFFAOYSA-N;C5H5N5O;151.0494098;[M+H]+;2_6;2;0;0;0;0;0;0;1292.055856;5;414.9684888;152.0698579;1;FALSE
CP093062;174.0798174;174.0809181;679.0932446;682.4772446;898.875599;guanine;CHEBI:16235;UYTPUPDQBNUYGX-UHFFFAOYSA-N;C5H5N5O;151.0494098;[M+Na]+;2_6;0;0;0;0;0;0;0;0;6;681.1240446;174.0802668;1;FALSE
CP247129|CP247130|CP017258|CP017376|CP247196|CP247195|CP017377|CP246168|CP245502;328.08472;328.0913604;23.55783517;47.36123208;963140.8116;guanosine;CHEBI:16750;NYHBQMYGNKIUIF-UUOKFMHZSA-N;C10H13N5O5;283.0916685;[M+CHO2]-|[M+CHO2]-|[M+Na]+|[M+H]+|[M-H]-|[M-H]-|[M+H]+|[M+CHO2]-|[M+CHO2]-;1_3;57;16;7;0.674761713;19;2;1;302.312590671357|361.634076554388|349.640203844967|290.542476144662|361.634076554388|302.312590671357|354.852852876536|207.492189880598|0;1;32.75167953;305.6539805;9;
CP018456;306.1251483;306.1335069;343.1291678;347.1963215;2463.773338;guanosine;CHEBI:16750;NYHBQMYGNKIUIF-UUOKFMHZSA-N;C10H13N5O5;283.0916685;[M+Na]+;1_3;2;0;0;0;0;0;0;1011.613121;2;345.1627158;306.1288182;1;FALSE
CP248809;328.0944883;328.0968773;484.5195188;487.0202245;1443.973279;guanosine;CHEBI:16750;NYHBQMYGNKIUIF-UUOKFMHZSA-N;C10H13N5O5;283.0916685;[M+CHO2]-;1_3;3;0;0;0;0;0;0;1599.403909;3;485.5197243;328.0956766;1;FALSE
CP236256|CP007328|CP233896|CP006547|CP006683;362.0507605;362.0515353;22.31235547;42.52248779;465437.0583;guanosine 5'-monophosphate;CHEBI:17345;RQFCJASXJCIDSX-UUOKFMHZSA-N;C10H14N5O8P;363.057999;[M-H]-|[M+H]+|[M-H]-|[M+Na]+|[M+H]+;1_1;17;8;4;0.691701708;9;1;1;232.998543387042|210.170859727048|0|267.965531350474|248.68991528863;1;27.82814411;367.6427931;5;
CP236660;362.087899;362.0912212;334.8795784;339.3611088;2543.401701;guanosine 5'-monophosphate;CHEBI:17345;RQFCJASXJCIDSX-UUOKFMHZSA-N;C10H14N5O8P;363.057999;[M-H]-;1_1;1;0;0;0;0;0;0;989.4898092;2;336.8714765;362.0897144;1;FALSE
CP008510;364.0828425;364.0852018;357.316698;360.7026204;2472.729737;guanosine 5'-monophosphate;CHEBI:17345;RQFCJASXJCIDSX-UUOKFMHZSA-N;C10H14N5O8P;363.057999;[M+H]+;1_1;0;0;0;0;0;0;0;1065.556841;3;358.6715719;364.0843074;1;FALSE
CP237233;362.0588066;362.0661655;427.0750599;429.5708873;1145.377111;guanosine 5'-monophosphate;CHEBI:17345;RQFCJASXJCIDSX-UUOKFMHZSA-N;C10H14N5O8P;363.057999;[M-H]-;1_1;1;0;0;0;0;0;0;1359.563947;4;428.0732565;362.0635504;1;FALSE
CP120813|CP120880;287.2297311;287.2341725;215.6081843;239.0102875;43002.44653;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+H]+|[M+Na]+;3_2;3;0;0;0;0;0;0;653.834040887634|636.612076132682;1;226.9766234;298.2252194;2;
CP121123;309.2261478;309.2276594;250.6275296;263.6075865;80246.23801;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+Na]+;3_2;1;0;0;0;0;0;0;718.4875145;2;257.4541505;309.227051;1;FALSE
CP367362|CP122373|CP122383;331.1897311;331.1926312;334.5967292;347.6135623;3660.645741;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+CHO2]-|[M+Na]+|[M+H]+;3_2;2;0;0;0;0;0;0;986.089480940592|1009.624557713|1009.624557713;3;341.9718857;309.2294502;3;
CP367932;331.2457088;331.2506918;365.4755805;371.9592702;6889.120892;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+CHO2]-;3_2;0;0;0;0;0;0;0;1110.751577;4;367.968927;331.2488774;1;FALSE
CP368294;331.172582;331.1796995;378.4466327;380.9424845;887.3143756;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+CHO2]-;3_2;1;0;0;0;0;0;0;1157.656625;5;379.4444816;331.1758625;1;FALSE
CP123803|CP369609|CP123805;287.2207207;287.2243069;419.9487646;443.4838388;2800622.832;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+H]+|[M-H]-|[M+Na]+;3_2;19;9;3;0.832150434;46;1;1;1343.20179928667|1357.11271559102|1343.20179928667;6;427.3288207;293.8778292;3;
CP124592|CP124594|CP124701;287.2189741;287.2218187;511.3787069;529.8972369;18554.34667;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+H]+|[M+Na]+|[M+H]+;3_2;11;6;2;0.554740407;0;0;0;1715.13035611849|1721.314499893|1761.54522176284;7;519.378483;294.5427165;3;
CP488027;287.2204433;287.2327685;571.0906064;583.3781577;152991.6988;hexadecanedioic acid;CHEBI:73722;QQHJDPROMQRDLA-UHFFFAOYSA-N;C16H30O4;286.2144094;[M+H]+;3_2;2;0;0;0;0;0;0;1984.54341;8;575.2089688;287.2270779;1;FALSE
CP121162|CP121172;279.2028016;279.2070825;267.7088967;275.2173783;5810.626025;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+Na]+|[M+H]+;3_2;3;0;0;0;0;0;0;754.138101562684|756.11597799086;1;270.100649;268.2140725;2;
CP121284;279.2040687;279.2056195;287.4323218;290.8189194;1944.813923;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+Na]+;3_2;3;0;0;0;0;0;0;813.0119892;2;289.4637102;279.2047077;1;FALSE
CP121362;279.2137568;279.2179961;297.5941975;301.6591545;1517.405576;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+Na]+;3_2;1;0;0;0;0;0;0;847.1423671;3;299.6270541;279.2161423;1;FALSE
CP123055|CP122853;257.222953;257.2267397;361.1167467;373.9254594;2314.928348;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+H]+|[M+Na]+;3_2;8;0;0;0;0;0;0;1115.38187865862|1080.49916465679;4;367.522208;268.2114901;2;
CP123541|CP123618|CP368476;257.245404;257.2469814;401.4361146;421.8128909;2116.734839;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+H]+|[M+Na]+|[M-H]-;3_2;7;3;1;0.278941271;0;0;0;1267.51322610422|1306.38566431165|1256.87475756992;5;410.2741999;263.8947067;3;
CP124285;279.2680006;279.2726939;487.3861638;490.8111891;1358.08316;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+Na]+;3_2;5;3;1;0.836904362;0;0;0;1597.769035;6;488.7559476;279.2705787;1;FALSE
CP125083;257.264157;257.2672465;542.252969;553.9254774;38206.84494;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+H]+;3_2;2;0;0;0;0;0;0;1857.545453;7;547.05923;257.2669569;1;FALSE
CP370176|CP370497|CP125267;301.2358098;301.2401759;571.7772969;587.9150838;57709.77646;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+CHO2]-|[M-H]-|[M+H]+;3_2;18;5;2;0.553382432;30;0;0;0|0|1984.54341021745;8;579.8515455;271.2321228;3;
CP370457;301.253315;301.2556072;602.3940838;605.3900838;1968.895555;hexadecanoic acid;CHEBI:15756;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.2402303;[M+CHO2]-;3_2;3;0;0;0;9;0;0;0;9;603.8920838;301.2548265;1;FALSE
CP120528|CP120569;123.0825191;123.0829739;187.5796144;200.4906944;11897.99324;hexanal;CHEBI:88528;JARKCYVAAOWBJS-UHFFFAOYSA-N;C6H12O;100.088815;[M+Na]+|[M+Na]+;3_2;2;0;0;0;0;0;0;576.473347717502|587.032510410516;1;193.0048374;123.0996109;2;
CP120928;101.058827;101.0608538;241.7515378;247.901985;1714.483821;hexanal;CHEBI:88528;JARKCYVAAOWBJS-UHFFFAOYSA-N;C6H12O;100.088815;[M+H]+;3_2;2;0;0;0;0;0;0;686.5852635;2;245.1718574;101.0594017;1;FALSE
CP123913;123.053951;123.0554248;435.4498104;440.8915244;1018.39689;hexanal;CHEBI:88528;JARKCYVAAOWBJS-UHFFFAOYSA-N;C6H12O;100.088815;[M+Na]+;3_2;3;0;0;0;0;0;0;1391.438296;3;438.8529649;123.0546208;1;FALSE
CP125261;123.1154031;123.1171912;569.0309496;581.3476577;91459.94233;hexanal;CHEBI:88528;JARKCYVAAOWBJS-UHFFFAOYSA-N;C6H12O;100.088815;[M+Na]+;3_2;1;1;1;0.934505882;0;0;0;1984.54341;4;575.2089688;123.1159541;1;FALSE
CP125945;101.0704421;101.0713173;585.4086577;594.2081577;31457.43802;hexanal;CHEBI:88528;JARKCYVAAOWBJS-UHFFFAOYSA-N;C6H12O;100.088815;[M+H]+;3_2;2;0;0;0;0;0;0;0;5;590.1471577;101.0709508;1;FALSE
CP125946;101.0698205;101.071451;617.2186577;626.6931577;15884.13085;hexanal;CHEBI:88528;JARKCYVAAOWBJS-UHFFFAOYSA-N;C6H12O;100.088815;[M+H]+;3_2;1;0;0;0;0;0;0;0;6;621.2791577;101.0709171;1;FALSE
CP070794|CP070025|CP070189|CP307116|CP306444|CP486247;118.0321074;118.0325192;23.71172591;87.99208258;604814.1782;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+H]+|[M+Na]+|[M+Na]+|[M-H]-|[M-H]-|[M+Na]+;2_4;15;1;1;0.151028568;27;2;1;0|154.078178315611|252.814144832416|373.745031481802|119.420551478932|402.968504923095;1;32.63921425;128.3482404;6;
CP070659;118.0105111;118.012858;72.58213711;78.61082712;6701.605029;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+H]+;2_4;0;0;0;0;3;2;1;437.5110791;2;75.9313229;118.0118343;1;FALSE
CP070679;118.0638424;118.0656418;85.31087306;90.00250685;8649.533014;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+H]+;2_4;1;1;1;0.906171411;3;2;1;450.8679376;3;87.32165115;118.0648942;1;FALSE
CP070803;139.9620847;139.9636899;87.99208258;102.0732311;29528.02593;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+Na]+;2_4;2;0;0;0;3;0;0;462.6589481;4;97.37667113;139.9630523;1;FALSE
CP308155;162.0529073;162.0570883;202.6639931;208.1034112;4504.191667;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+CHO2]-;2_4;2;0;0;0;0;0;0;604.1256756;5;205.6330329;162.0552553;1;FALSE
CP072923;140.0360288;140.0395941;343.5556002;346.936078;780.7182324;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+Na]+;2_4;1;0;0;0;0;0;0;1009.857101;6;344.9076337;140.038193;1;FALSE
CP073498;118.0321703;118.0342889;434.103308;438.1734132;858.5492959;Homocysteine thiolactone;0;KIWQWJKWBHZMDT-UHFFFAOYSA-N;C4H7NOS;117.0248348;[M+H]+;2_4;1;1;1;0.906171411;0;0;0;1380.551214;7;436.1384977;118.0331221;1;FALSE
CP006906|CP235492|CP006598|CP006535;269.0583955;269.063003;23.85486679;40.56150581;319372.6343;homocystine;CHEBI:17485;ZTVZLYBCZNMWCF-UHFFFAOYSA-N;C8H16N2O4S2;268.055149;[M+H]+|[M-H]-|[M+Na]+|[M+Na]+;1_1;14;2;2;0.408137702;12;1;1;103.30120377937|129.065526698572|210.170859727048|248.68991528863;1;27.6202462;279.5522873;4;
CP235517;267.0851775;267.091316;40.49516939;45.56372015;4154.150789;homocystine;CHEBI:17485;ZTVZLYBCZNMWCF-UHFFFAOYSA-N;C8H16N2O4S2;268.055149;[M-H]-;1_1;0;0;0;0;3;0;0;400.2761621;2;42.52248779;267.0875767;1;FALSE
CP104875|CP104791|CP104726|CP104357|CP104853;169.0421741;169.0456895;25.62978493;47.67428938;3759.677344;homogentisic acid;CHEBI:44747;IGMNYECMUMZDDF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M+H]+|[M+H]+|[M+Na]+|[M+Na]+|[M+H]+;2_9;5;2;1;0.181893429;15;0;0;401.562289348141|364.904029267363|339.878831328409|0|389.944299232284;1;38.3226679;177.8463147;5;
CP348928|CP105024|CP104974;167.0348073;167.0351387;50.18791007;81.07228681;3930673.679;homogentisic acid;CHEBI:44747;IGMNYECMUMZDDF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M-H]-|[M+H]+|[M+Na]+;2_9;22;11;3;0.909467145;12;2;1;430.774878541598|429.011508046657|429.796498175839;2;68.57523558;175.7051669;3;
CP348949;166.9916019;166.9936759;103.8161353;106.3419622;1181.382638;homogentisic acid;CHEBI:44747;IGMNYECMUMZDDF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M-H]-;2_9;0;0;0;0;3;0;0;478.9475959;3;105.3314709;166.992776;1;FALSE
