chrom_peak_id;mzmin;mzmax;rtmin;rtmax;into;target_ChEBI.name;target_ChEBI;target_InChIKey;target_formula;target_M;adduct;mixture;ms1_adduct_count;ms1_adduct_05_count;isopeak_count;isopeak_sim;ms2_count;ms2_matched_count;ms2_true_count;RTI;rt_regions;rtmed;mzmed;number_of_peaks;
CP090714|CP331082;140.0669306;140.0697229;304.2593283;316.4323416;60578.34235;5-aminopentanoic acid;CHEBI:15887;JJMDCOVWQOJGCB-UHFFFAOYSA-N;C5H11NO2;117.0789786;[M+Na]+|[M-H]-;2_6;6;2;1;0.469802561;0;0;0;884.389710101254|891.211528091804;8;310.4322054;128.0593566;2;
CP092592;140.0677165;140.0688639;578.9300446;588.4050446;51886.93605;5-aminopentanoic acid;CHEBI:15887;JJMDCOVWQOJGCB-UHFFFAOYSA-N;C5H11NO2;117.0789786;[M+Na]+;2_6;6;3;1;0.939605122;0;0;0;0;9;584.3448446;140.0682794;1;FALSE
CP235783|CP235821|CP007194|CP234601|CP006074|CP006351|CP006080;265.0818834;265.0832785;21.82486679;36.56070605;537821.5448;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+CHO2]-|[M-H]-|[M+H]+|[M-H]-|[M+H]+|[M+Na]+|[M+Na]+;1_1;22;5;3;0.373741079;9;0;0;304.435270571191|304.435270571191|287.254335208452|0|0|0|0;1;27.40733525;233.0884806;7;
CP235784|CP007195|CP007193|CP235820|CP007079|CP007047;265.0826151;265.0835298;35.92922971;61.92899173;871278.7363;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+CHO2]-|[M+H]+|[M+H]+|[M-H]-|[M+Na]+|[M+Na]+;1_1;38;17;6;0.874513521;9;2;2;400.27616205584|406.395672527439|385.21811798137|400.27616205584|390.439191771473|403.263951780048;2;44.21836668;235.4200924;6;
CP007485;221.0906778;221.09159;210.8682965;214.3056429;849.1439248;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+H]+;1_1;2;2;1;0.876905558;0;0;0;612.1539116;3;212.2423096;221.0911341;1;FALSE
CP007789;243.1188625;243.1217675;240.4234999;245.2139694;1849.828242;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+Na]+;1_1;1;0;0;0;0;0;0;680.8834543;4;242.4781536;243.1201012;1;FALSE
CP008005;221.1144253;221.1156178;271.1689712;274.5813699;1031.174715;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+H]+;1_1;1;1;1;0.876905558;0;0;0;764.687494;5;273.2165058;221.1150545;1;FALSE
CP236849;265.1030232;265.1095345;360.2868267;365.2671796;7894.933489;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+CHO2]-;1_1;1;0;0;0;0;0;0;1088.707488;6;362.2786687;265.1078554;1;FALSE
CP008872;221.1170138;221.1199849;429.7262277;439.2219009;5544.038133;5-hydroxy-L-tryptophan;CHEBI:17780;LDCYZAJDBXYCGN-VIFPVBQESA-N;C11H12N2O3;220.0847922;[M+H]+;1_1;0;0;0;0;0;0;0;1372.9384;7;433.7947117;221.1175281;1;FALSE
CP313596|CP313586|CP313709|CP076100;187.0194924;187.0206202;24.13211116;31.7718036;61122.38568;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+CHO2]-|[M-H]-|[M+CHO2]-|[M+Na]+;2_5;11;0;0;0;15;0;0;0|175.968140631305|272.801042403956|278.463145255681;1;28.34136071;170.0346721;4;
CP314790|CP314457|CP076558;141.0190624;141.0194981;38.45410833;50.50523635;359711.8501;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-|[M+CHO2]-|[M+Na]+;2_5;11;1;1;0.30967631;9;0;0;406.806351850186|403.623276483644|388.580505566223;2;45.28696598;164.350717;3;
CP314789|CP076780|CP486437|CP314613;141.019233;141.0194912;50.50523635;75.93419676;2194379.828;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-|[M+Na]+|[M+H]+|[M+CHO2]-;2_5;26;15;4;0.925545556;26;3;1;423.980468366161|423.379103445798|423.379103445798|423.980468366161;3;62.77384864;159.0234081;4;
CP486438;143.0380631;143.0403575;78.6136568;97.37898789;56861.24661;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;1;0;0;0;6;1;0;446.9417601;4;83.97352472;143.0392435;1;FALSE
CP078285|CP078273;143.0389358;143.039885;97.37898789;113.4800252;26374.83751;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+|[M+H]+;2_5;3;0;0;0;6;2;0;477.608777702119|468.170150636769;5;106.1009484;143.0394661;2;
CP486439;143.0385825;143.040252;113.4800252;140.969661;82056.23025;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;2;0;0;0;6;1;0;490.198764;6;120.8618;143.0393447;1;FALSE
CP078275|CP077239;143.038355;143.0400504;140.969661;154.3237121;26427.91851;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+|[M+H]+;2_5;4;0;0;0;0;0;0;523.678229436494|523.678229436494;7;147.6485292;143.0259525;2;
CP486440;143.0385018;143.0400978;160.3318697;182.4331461;89692.46513;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;4;0;0;0;0;0;0;558.0206088;8;174.3768596;143.0394106;1;FALSE
CP486441;143.0387548;143.0408173;185.125968;208.2145609;93696.2078;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;2;0;0;0;0;0;0;594.4712507;9;202.7460297;143.0393736;1;FALSE
CP486442;143.0388784;143.0408173;208.2145609;235.6247586;120133.2716;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;0;0;0;0;0;0;0;635.3652368;10;222.606875;143.0393096;1;FALSE
CP078280;143.0389408;143.0405492;235.6247586;243.8213503;38817.38147;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;2;0;0;0;0;0;0;672.7277294;11;239.0433827;143.0395555;1;FALSE
CP078279;143.0390414;143.0398844;252.6666288;260.8408733;36812.34496;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+H]+;2_5;3;0;0;0;0;0;0;716.5449032;12;256.7516388;143.0395077;1;FALSE
CP318353;187.0726713;187.0781465;378.9573862;381.4512296;1245.577547;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+CHO2]-;2_5;1;0;0;0;0;0;0;1159.761306;13;379.9544024;187.0753381;1;FALSE
CP319320;187.0196088;187.0207632;509.0254731;511.5222731;4630.483741;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M+CHO2]-;2_5;1;0;0;0;0;0;0;0;14;510.5232731;187.0201916;1;FALSE
CP319797|CP319796;141.0162826;141.0197429;535.4882731;552.9634731;33136.17012;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-|[M-H]-;2_5;5;5;2;0.929028929;0;0;0;0|0;15;544.9747731;141.0181346;2;
CP495950;141.0150756;141.0216727;554.9612731;673.2966731;454802.0394;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-;2_5;1;1;1;0.929028929;0;0;0;0;16;628.3604731;141.0194577;1;FALSE
CP320667;141.0183535;141.0208482;677.2914731;686.7776731;18686.96723;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-;2_5;1;1;1;0.929028929;0;0;0;0;17;681.2854731;141.0196187;1;FALSE
CP495951;141.018292;141.0206272;686.7776731;706.7494731;37868.21834;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-;2_5;2;2;1;0.929028929;0;0;0;0;18;703.2544731;141.019951;1;FALSE
CP320670;141.018875;141.020772;711.7424731;720.2304731;19456.47629;5-hydroxymethyl-2-furoic acid;CHEBI:89118;PCSKKIUURRTAEM-UHFFFAOYSA-N;C6H6O4;142.0266087;[M-H]-;2_5;2;2;1;0.929028929;0;0;0;0;19;716.2364731;141.0198669;1;FALSE
CP328135|CP327253;141.0304349;141.030747;24.62979287;34.75970854;1863131.146;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M-H]-|[M+CHO2]-;2_6;6;1;1;0.467349647;6;1;1;150.234638472213|200.403980017208;1;27.38109704;164.0157273;2;
CP328136|CP087819|CP087680|CP087678;141.030215;141.030749;34.75970854;51.53712465;236450.9612;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M-H]-|[M+Na]+|[M+Na]+|[M+H]+;2_6;10;3;2;0.467349647;18;1;1;378.653892590099|395.753692914359|380.7141378232|380.7141378232;2;41.78715173;153.5135318;4;
CP328255;187.0208385;187.0223422;88.56214604;91.09504659;1017.579257;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+CHO2]-;2_6;2;2;1;0.92069564;0;0;0;459.1965421;3;89.57556156;187.0218907;1;FALSE
CP328545;187.0091058;187.0134855;112.349938;128.021341;25237.9044;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+CHO2]-;2_6;0;0;0;0;0;0;0;497.2539183;4;119.934882;187.0114979;1;FALSE
CP328560;187.0180658;187.0203721;132.0658968;134.592806;1144.652663;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+CHO2]-;2_6;0;0;0;0;0;0;0;514.0576269;5;133.582466;187.0197346;1;FALSE
CP328591;186.9998739;187.0017529;146.7191441;149.2441243;1220.574841;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+CHO2]-;2_6;0;0;0;0;0;0;0;531.4158812;6;147.7294432;187.0006832;1;FALSE
CP088669|CP329134;143.0699165;143.0704736;170.9776701;183.0554233;358854.434;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+H]+|[M-H]-;2_6;2;0;0;0;0;0;0;558.566580617954|564.775275243981;7;174.9566911;142.0629478;2;
CP091467;143.0387386;143.0395827;271.0541307;283.9579876;54178.00413;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+H]+;2_6;1;0;0;0;0;0;0;775.5710851;8;277.1776157;143.0392788;1;FALSE
CP090410;143.0718447;143.0733355;308.319034;312.3763191;7577.370468;5-hydroxymethyluracil;CHEBI:16964;JDBGXEHEIRGOBU-UHFFFAOYSA-N;C5H6N2O3;142.0378421;[M+H]+;2_6;2;0;0;0;0;0;0;882.1434257;9;310.3478141;143.0724673;1;FALSE
CP057036|CP291264|CP056635|CP056935;191.0286796;191.0334258;24.36536617;35.7691388;225151.0127;5-methoxysalicylic acid;CHEBI:89830;IZZIWIAOVZOBLF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M+Na]+|[M+CHO2]-|[M+H]+|[M+Na]+;2_2;8;1;1;0.227366786;0;0;0;316.196946461563|201.737759087192|153.454427097177|305.871548524881;1;29.99299921;191.0127593;4;
CP057856;191.0526259;191.0533656;153.6506623;168.3488576;1491904.96;5-methoxysalicylic acid;CHEBI:89830;IZZIWIAOVZOBLF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M+Na]+;2_2;0;0;0;0;0;0;0;539.9694322;2;160.3278094;191.0530545;1;FALSE
CP058025|CP292421;191.0380048;191.0404;186.0649362;197.9926457;5225.126636;5-methoxysalicylic acid;CHEBI:89830;IZZIWIAOVZOBLF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M+Na]+|[M+CHO2]-;2_2;2;0;0;0;0;0;0;585.744313637791|580.676455677697;3;192.0076266;202.0572141;2;
CP295044|CP059189;167.0343285;167.0350036;230.1093584;238.4995842;106478.4065;5-methoxysalicylic acid;CHEBI:89830;IZZIWIAOVZOBLF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M-H]-|[M+Na]+;2_2;3;1;1;0.454733573;6;2;1;671.796911361226|665.060484070169;4;235.6028342;179.0540923;2;
CP059767|CP295043|CP294246;169.0473608;169.0494746;254.3854408;277.7771122;9602987.715;5-methoxysalicylic acid;CHEBI:89830;IZZIWIAOVZOBLF-UHFFFAOYSA-N;C8H8O4;168.0422587;[M+H]+|[M-H]-|[M+CHO2]-;2_2;10;3;2;0.60631143;18;3;2;724.655308344304|728.447151830867|745.658031523227;5;260.4205455;183.0462903;3;
CP306826|CP070159;189.1108553;189.1127112;28.42654887;31.76785391;797.8068305;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M-H]-|[M+H]+;2_4;1;0;0;0;0;0;0;275.106315086734|278.304081003822;1;30.08893352;190.1292431;2;
CP071027|CP071761;213.0970629;213.1032793;163.0022135;181.7617238;5684696.204;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+Na]+|[M+H]+;2_4;10;7;2;0.879943819;16;1;1;549.417848068098|550.27754715568;2;168.0159646;202.1090516;2;
CP307750;235.0877366;235.0914619;177.7529554;181.7567337;3273.05201;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+CHO2]-;2_4;1;0;0;0;0;0;0;571.0992711;3;180.2559059;235.0890327;1;FALSE
CP072292;213.04928;213.0527344;269.0479551;277.897089;32969.52002;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+Na]+;2_4;2;0;0;0;0;0;0;762.0392758;4;272.4544764;213.0520825;1;FALSE
CP072735;191.1637638;191.164736;302.9642878;312.4427118;24433.14697;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+H]+;2_4;2;0;0;0;0;0;0;871.2917537;5;307.0272245;191.1643218;1;FALSE
CP309868;235.0955999;235.0995692;353.0259117;360.0009906;10516.26725;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+CHO2]-;2_4;0;0;0;0;0;0;0;1063.404233;6;356.0145709;235.0969935;1;FALSE
CP073146;191.1058357;191.1089664;367.8851384;372.6149933;4003.644723;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+H]+;2_4;2;0;0;0;0;0;0;1108.610253;7;369.9119048;191.1069558;1;FALSE
CP310091|CP073275;235.1342217;235.1353424;390.177539;400.9365666;2179.275793;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+CHO2]-|[M+H]+;2_4;3;0;0;0;0;0;0;1240.21520388956|1198.84368938574;8;395.819172;213.1390846;2;
CP073411;191.1394966;191.1413334;417.8313278;421.2130229;684.6793148;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M+H]+;2_4;0;0;0;0;0;0;0;1313.737077;9;419.8599015;191.1401893;1;FALSE
CP311617;189.1089941;189.110952;587.9142214;590.4106214;806.836724;5-methoxytryptamine;CHEBI:2089;JTEJPPKMYBDEMY-UHFFFAOYSA-N;C11H14N2O;190.1106131;[M-H]-;2_4;1;0;0;0;0;0;0;0;10;588.9132214;189.1098653;1;FALSE
CP041471|CP040997|CP273467|CP273749|CP040805;242.1134592;242.1139147;25.20338989;46.60575343;1040339.084;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+H]+|[M+Na]+|[M-H]-|[M+CHO2]-|[M+Na]+;2_1;30;13;4;0.700759249;18;0;0;194.890755341739|194.890755341739|259.125636247336|243.530722682077|285.699857185166;1;28.73196497;259.3121819;5;
CP485355|CP041291;264.1202663;264.1312389;41.25612378;53.96316175;5200.734649;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+Na]+|[M+H]+;2_1;2;1;1;0.439695515;6;0;0;401.648508171929|401.648508171929;2;45.26772642;253.1423365;2;
CP274254;286.0622037;286.0642857;68.345232;78.94657873;33597.15628;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+CHO2]-;2_1;0;0;0;0;3;0;0;439.3481342;3;73.89924071;286.0627497;1;FALSE
CP041864;242.1161014;242.1186687;149.7438002;160.4299482;15247.15268;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+H]+;2_1;2;0;0;0;0;0;0;537.0370073;4;157.7583311;242.1172738;1;FALSE
CP042046;242.0919312;242.0955118;196.0545924;201.4950354;2287.384145;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+H]+;2_1;1;0;0;0;0;0;0;588.6341804;5;198.0918392;242.0938756;1;FALSE
CP275257|CP042238|CP275162;240.1005602;240.103511;212.8874685;223.7244359;9109.026469;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M-H]-|[M+H]+|[M+CHO2]-;2_1;3;0;0;0;0;0;0;636.316230228831|624.858585433963|626.285365461214;6;217.6832887;256.1157809;3;
CP042859;242.1129232;242.1174425;271.8677963;275.2734937;1119.201221;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+H]+;2_1;3;3;1;0.87939103;0;0;0;766.4638711;7;273.9111697;242.11463;1;FALSE
CP275759;240.0920924;240.1000838;283.7243803;293.1768006;5614.629644;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M-H]-;2_1;0;0;0;0;0;0;0;814.4587008;8;287.2074653;240.0961855;1;FALSE
CP275853|CP043145;286.079422;286.0854486;303.1051407;315.9929266;17474.1535;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+CHO2]-|[M+Na]+;2_1;1;0;0;0;0;0;0;882.541189801561|881.946175156986;9;308.7458545;275.1012123;2;
CP276116|CP043258;286.1261944;286.1309298;329.0111786;337.0110308;6828.9237;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+CHO2]-|[M+H]+;2_1;0;0;0;0;0;0;0;971.085963665246|972.821783152196;10;333.4887135;264.1332654;2;
CP043313|CP276255|CP276287;242.1054655;242.1084819;342.4654145;351.4493398;20040.69766;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M+H]+|[M+CHO2]-|[M-H]-;2_1;9;0;0;0;0;0;0;1011.21050910908|1026.16276834108|1026.16276834108;11;346.0190533;256.0773046;3;
CP276568;240.1271315;240.1351225;387.928683;392.4312613;2557.225491;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M-H]-;2_1;1;0;0;0;0;0;0;1200.853168;12;389.9294873;240.1312494;1;FALSE
CP276972;240.0690145;240.0718733;446.490282;450.4967991;3645.044209;5-methyl-2'-deoxycytidine;CHEBI:47876;LUCHPKXVUGJYGU-XLPZGREQSA-N;C10H15N3O4;241.106256;[M-H]-;2_1;1;0;0;0;0;0;0;1445.206979;13;448.4935307;240.0705752;1;FALSE
CP314784|CP291919|CP076419|CP485836|CP076276|CP075879|CP313924|CP314313|CP056461|CP056988|CP056932|CP075993|CP290936|CP057293|CP057417|CP076277|CP075898|CP056621|CP056534|CP079022;128.034349;128.0353876;17.60878514;50.1270075;1855207.373;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M-H]-|[M-H]-|[M+H]+|[M+H]+|[M+Na]+|[M+Na]+|[M+CHO2]-|[M+CHO2]-|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M-H]-|[M+Na]+|[M+H]+|[M+Na]+|[M+Na]+|[M+H]+|[M+H]+|[M+H]+;2_5;85;18;7;0.328265694;64;6;2;305.365323957594|302.95541074954|300.802710017816|305.871548524881|305.963096627304|0|301.125906268286|377.490139587136|0|305.871548524881|227.054870296418|104.764138438712|217.342009777587|393.657710795685|402.959760275278|278.463145255681|0|153.454427097177|0|0;1;30.13232927;144.0458255;20;
CP057645;152.0449162;152.0464946;88.65701217;94.69020344;2453.722768;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+Na]+;2_2;0;0;0;0;0;0;0;456.3641937;2;92.00869343;152.0458409;1;FALSE
CP076975|CP314935;152.0702224;152.0706904;101.4056137;122.8760124;143417.5137;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+Na]+|[M+CHO2]-;2_5;2;0;0;0;6;0;0;483.902985308109|487.443351117203;3;113.8931294;163.0814978;2;
CP057712|CP315447|CP077271;130.0570657;130.0592141;148.6658555;163.0033514;6454.575077;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+H]+|[M+CHO2]-|[M+H]+;2_2;2;0;0;0;0;0;0;529.67544045689|540.383640272581|541.691100422231;4;156.4021773;144.7250312;3;
CP077634;152.0695653;152.0710111;179.7443534;189.8480767;53187.61379;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+Na]+;2_5;1;0;0;0;0;0;0;569.2366311;5;183.1061776;152.0704265;1;FALSE
CP315997|CP077635;174.0550907;174.0591113;192.553835;204.1117517;45000.2442;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+CHO2]-|[M+Na]+;2_5;1;0;0;0;0;0;0;592.014830645034|585.728654550723;6;196.6219208;163.0631837;2;
CP058830;152.0243958;152.0259304;218.5226328;224.7002414;39794.41346;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+Na]+;2_2;0;0;0;0;0;0;0;632.320426;7;221.2674018;152.025007;1;FALSE
CP059698|CP316493|CP485835;152.0409409;152.0430523;210.2922004;286.1012266;542331.4515;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+Na]+|[M+CHO2]-|[M+H]+;2_2;2;0;0;0;0;0;0;724.655308344304|711.817721260689|682.158509965546;8;251.6138748;152.0474126;3;
CP316946;128.0477726;128.0505019;280.434778;283.916283;1948.413231;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M-H]-;2_5;0;0;0;0;0;0;0;797.7747098;9;281.9267909;128.0494234;1;FALSE
CP061621;130.0075025;130.0081856;321.3425689;329.4696042;155418.1707;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+H]+;2_2;1;0;0;0;0;0;0;936.4095389;10;325.406362;130.0078465;1;FALSE
CP079746|CP295933;130.0591256;130.0607487;400.9342551;406.959935;1100.483583;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+H]+|[M+CHO2]-;2_5;2;0;0;0;0;0;0;1251.81902314314|1250.63254680329;11;403.4353173;152.0325312;2;
CP296200;128.0311193;128.0329403;431.4657539;433.9690734;648.8303707;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M-H]-;2_2;1;0;0;0;0;0;0;1378.034177;12;432.4666709;128.0317647;1;FALSE
CP296491;174.027856;174.0302787;465.5226376;468.0263236;549.7768377;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+CHO2]-;2_2;1;0;0;0;0;0;0;1522.232078;13;467.0252509;174.0290441;1;FALSE
CP061666;130.010951;130.013172;488.108028;492.2101679;1832.677054;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+H]+;2_2;1;0;0;0;0;0;0;1605.198073;14;490.1592677;130.0122704;1;FALSE
CP296803;174.0470179;174.0514608;520.0100866;522.5068928;605.2687006;5-oxo-L-proline;CHEBI:18183;ODHCTXKNWHHXJC-VKHMYHEASA-N;C5H7NO3;129.0425931;[M+CHO2]-;2_2;2;0;0;0;0;0;0;0;15;521.5081491;174.0498527;1;FALSE
CP128980|CP128803|CP372778|CP128735;201.0927779;201.0976635;290.2786292;298.9494756;6585.175047;5-phenylpentanoic acid;CHEBI:40131;BYHDDXPKOZIZRV-UHFFFAOYSA-N;C11H14O2;178.0993797;[M+Na]+|[M+Na]+|[M+CHO2]-|[M+H]+;3_3;7;0;0;0;3;0;0;838.041696592344|826.663887614445|836.88825879072|824.387795560674;1;294.2633356;201.1045439;4;
