"chrom_peak_id","mzmin","mzmax","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","mixture","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions","rtmed","mzmed","number_of_peaks"
"CP159832",179.070032392295,179.070725266548,323.112870348673,327.943316537839,1160.88615358625,"(S)-malic acid","CHEBI:30797","BJEPYKJPYRNKOW-REOHCLBHSA-N","C4H6O5",134.021523292,"[M+CHO2]-","2_8",1,0,0,0,2,0,0,"911.086764457919",2,325.165053722819,179.070495737543,1
"CP059045",156.962833946664,156.963730711408,187.466166188903,192.888701103275,1174.56874887829,"(S)-malic acid","CHEBI:30797","BJEPYKJPYRNKOW-REOHCLBHSA-N","C4H6O5",134.021523292,"[M+Na]+","2_8",1,0,0,0,1,0,0,"561.31315817316",3,190.04966095239,156.963425873608,1
"CP058719",156.960906008118,156.962784907053,132.985164456014,141.599615547888,1047.13286332582,"(S)-malic acid","CHEBI:30797","BJEPYKJPYRNKOW-REOHCLBHSA-N","C4H6O5",134.021523292,"[M+Na]+","2_8",1,0,0,0,0,0,0,"495.440604854667",4,135.8341105298,156.961775298426,1
"CP131439",196.992638786152,196.998115052428,54.4781347319163,57.7847072350876,579.769770996922,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+CHO2]-","2_3",1,0,0,0,2,0,0,"400.450547428386",1,55.7795497340292,196.995109246842,1
"CP041779",174.991705817942,174.991792097267,387.816628138269,398.720652527767,10332.3733065836,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+Na]+","2_3",1,0,0,0,1,0,0,"1171.16464079309",2,391.132975093473,174.991754088466,1
"CP135018",131.053345624799,131.053765683659,23.4942967981673,27.0248967981593,1189.48354851768,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M-H]-","2_4",1,3,1,0.938974085101463,2,0,0,"0",1,25.6724967981593,131.053544096201,1
"CP044250|CP138639|CP044193",496.33868078335,496.339182929615,454.34410167659,469.049219250644,7714.47290373745,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+H]+|[M+CHO2]-|[M+Na]+","2_4",3,4,3,0.750266139782725,3,1,0,"1448.60979424106|1452.69584795842|1448.60979424106",1,459.310087439357,518.329603731364,3
"CP044929|CP044992",518.306959062331,518.311608161637,620.895512253822,629.866912253802,2078.36424573142,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+Na]+|[M+Na]+","2_4",2,0,0,0,2,0,0,"0|0",2,623.995312253796,518.341755625954,2
"CP044782",518.33305646355,518.338050893689,605.21411225379,609.463512253782,594.065038581301,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+Na]+","2_4",1,0,0,0,1,0,0,"0",3,606.677112253806,518.336884606626,1
"CP044137",518.375142174616,518.375821957466,441.312203693612,444.767437908473,822.6842549137,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+Na]+","2_4",1,0,0,0,2,0,0,"1382.17619627478",4,442.75979600398,518.375583400328,1
"CP176405|CP074295|CP074340",403.305760638511,403.307475740363,602.139009465997,615.017009465977,38638.9257569925,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+CHO2]-|[M+Na]+|[M+H]+","3_2",3,6,4,0.783063804219796,9,1,1,"0|0|0",1,606.003072603365,381.305608934646,3
"CP073356",359.292008815974,359.293473795082,491.926866170396,496.751892655162,728.60488114572,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+H]+","3_2",1,0,0,0,1,0,0,"1594.62049606624",2,494.630989145178,359.29277084533,1
"CP072462",359.284034078778,359.28497617376,377.353708662099,383.830639703586,31506.7357504784,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+H]+","3_2",1,0,0,0,6,0,0,"1126.16168286983",3,379.623176910224,359.284660543421,1
