"chrom_peak_id","mzmin","mzmax","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","mixture","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions","rtmed","mzmed","number_of_peaks"
"CP297630",156.982138661525,157.013338021151,499.213524073918,504.021534403647,2222.2843834361,"(S)-malic acid","CHEBI:30797","BJEPYKJPYRNKOW-REOHCLBHSA-N","C4H6O5",134.021523292,"[M+Na]+","2_8",6,1,1,0.947469891456472,0,0,0,"1316.5657032945",15,500.821726683326,157.005631126666,1
"CP532493|CP532354|CP726740",197.006974970567,197.063491224014,18.4685867622552,32.6185584501428,12342.4326504036,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+CHO2]-|[M-H]-|[M+Na]+","2_3",12,0,0,0,0,0,0,"0|0|206.008141485779",1,26.4886134215884,174.376214866477,3
"CP534121",151.024289878494,151.025020148385,79.0301268017515,92.3230396796095,89355.9648403534,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M-H]-","2_3",2,0,0,0,0,0,0,"463.413163218929",2,84.7680233085294,151.024703371561,1
"CP534156",197.024956153301,197.077859927511,104.452349552304,113.842468074379,2622.73253555987,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+CHO2]-","2_3",1,0,0,0,0,0,0,"499.435860711333",3,109.266339296189,197.044876720297,1
"CP738569|CP187617|CP187590",151.037185668945,151.04167175293,117.557137822366,145.811276718872,292977.651926539,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M-H]-|[M+Na]+|[M+Na]+","2_3",11,1,1,0.303828813878617,6,0,0,"523.99546878491|510.301348508252|522.209092585686",4,125.814429326414,167.029817180462,3
"CP188223|CP534666|CP188278|CP188279",153.019340765281,153.080455505153,157.075509122753,175.603229137483,5866.10451726522,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+|[M+CHO2]-|[M+Na]+|[M+Na]+","2_3",15,0,0,0,1,0,0,"576.95496150943|562.736872952075|570.150007146628|578.732902902709",5,167.262859103969,175.053930002996,4
"CP536531|CP536201|CP536200",151.038509158721,151.046808447822,205.496267148356,223.434416857883,14428.4931097783,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M-H]-|[M-H]-|[M-H]-","2_3",9,3,3,0.911486441635852,4,0,0,"674.798871768934|644.917039468854|658.546489458963",6,214.273714364912,151.038712749256,3
"CP536765|CP536766|CP536724",151.022338663691,151.040786743164,230.047783394075,241.301271490126,5960.86738330133,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M-H]-|[M-H]-|[M+CHO2]-","2_3",9,2,2,0.607657627757235,4,0,0,"718.098340982734|701.391976389402|723.439351351391",7,236.7336772978,166.379507367963,3
"CP537221",151.005399690833,151.042929385887,277.315683672129,284.167284035037,2295.80131860798,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M-H]-","2_3",0,0,0,0,0,0,0,"848.523886229676",8,280.279763216704,151.030663522816,1
"CP191728",174.964911907718,174.996237149754,362.647209752752,368.819778459814,3437.64698046724,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+Na]+","2_3",3,0,0,0,0,0,0,"941.869557018845",9,365.163082937454,174.987005602047,1
"CP192908|CP192909",153.082522624731,153.097757746069,480.748781940121,498.318282930984,8113.45611134303,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+|[M+H]+","2_3",11,0,0,0,2,0,0,"1186.8169717813|1250.84944187212",10,488.948800019584,153.095869783047,2
"CP192910",153.095032912743,153.109983598369,502.431971633374,509.05938346002,6810.46852680962,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+","2_3",4,0,0,0,1,0,0,"1354.88454244834",11,505.404796983675,153.102282111626,1
"CP192911|CP195894",153.071316746532,153.094787743319,510.889557231404,520.711432362155,25243.6145578453,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+|[M+Na]+","2_3",4,0,0,0,0,0,0,"1440.47622414326|1442.38277130713",12,515.800096354659,164.072076461866,2
"CP192906|CP192912",153.077943922019,153.102989156378,525.061068552106,539.460960668839,8761.0936952562,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+|[M+H]+","2_3",7,0,0,0,0,0,0,"1553.60974918912|1615.34780392923",13,532.837021684183,153.093860113818,2
"CP194205",153.082232007726,153.10226312339,543.637586893676,555.058262761748,14774.3442839701,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+","2_3",2,0,0,0,0,0,0,"1715.64525901746",14,549.575986063888,153.092058690656,1
"CP194207|CP194206|CP195893|CP194208|CP194210|CP194209",153.08983479316,153.10554798133,555.058262761748,599.634865646506,15819.7632224929,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+|[M+H]+|[M+Na]+|[M+H]+|[M+H]+|[M+H]+","2_3",31,0,0,0,0,0,0,"1813.26438281915|0|0|1899.78384894027|1769.49551114201|1853.71203447787",15,579.899249598319,156.76517280869,6
"CP195891|CP195951",153.091863350414,153.106234523189,603.347844009539,619.802966639339,14863.9337413682,"(S)-mandelic acid","CHEBI:32800","IWYDHOAUDWTVEP-ZETCQYMHSA-N","C8H8O3",152.047344116,"[M+H]+|[M+H]+","2_3",4,0,0,0,0,0,0,"0|0",16,612.718746388899,153.101376727944,2
"CP198107|CP198425|CP197878|CP540568",133.028243434281,133.053678129842,20.5310279075865,31.9542567110777,10522.818987909,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+|[M+H]+|[M+Na]+|[M-H]-","2_4",10,0,0,0,0,0,0,"205.272322672027|206.065863106209|205.272322672027|0",1,26.3608429983828,138.066434645873,4
"CP541795",131.032347169691,131.041705822979,52.132552228563,72.3558903784639,928140.58886979,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M-H]-","2_4",1,0,0,0,3,0,0,"426.202556487973",2,59.4618340099701,131.033019773371,1
"CP199142",133.081681741583,133.084381605719,66.9162404241536,81.9724644753146,57703.6945923724,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+","2_4",2,0,0,0,0,0,0,"373.367337344211",3,75.5845731126833,133.083040942755,1
"CP542379",131.035491943359,131.040056620555,120.470317664557,136.140699767914,25997.7877411272,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M-H]-","2_4",0,0,0,0,0,0,0,"524.845046816935",4,129.249015446334,131.038190540501,1
"CP200104|CP199559",133.060531604311,133.06661010748,147.100056833123,156.910412530381,13327.0769188449,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+|[M+Na]+","2_4",6,0,0,0,0,0,0,"551.254244971151|552.142340012434",5,151.777271471289,144.065906823172,2
"CP200103|CP542619",133.066993180957,133.072509765625,162.159039277519,174.033078989769,33638.6533683596,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+|[M-H]-","2_4",3,0,0,0,0,0,0,"572.256763316655|573.177116468704",6,167.507157265052,132.06995588858,2
"CP542876|CP200102|CP543373|CP199982|CP200355",131.03753783003,131.073287963867,180.754263817355,204.725380527582,2939.2782090406,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M-H]-|[M+H]+|[M+CHO2]-|[M+Na]+|[M+Na]+","2_4",12,0,0,0,0,0,0,"594.40097699127|593.363805398763|611.329567863762|592.77202487037|629.423273254843",7,189.340764874478,150.267671785514,5
"CP201113",133.071206697362,133.083544551103,228.538048006951,232.659338545672,3963.9055569832,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+","2_4",5,0,0,0,0,0,0,"697.25496342841",8,231.056164984696,133.079660034995,1
"CP202825",133.074392426669,133.094949945711,268.708599504624,274.668140210543,5843.21273670052,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+","2_4",4,0,0,0,0,0,0,"817.500489506375",9,271.461651742029,133.085917912089,1
"CP205360",155.025914407851,155.051701544598,424.867473528658,432.177009236425,4367.93430414091,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+Na]+","2_4",4,0,0,0,0,0,0,"980.005469822126",10,428.522084235453,155.037566205166,1
"CP209987|CP209988",133.066706462187,133.078297142395,511.803546255358,525.518425074889,10968.4892782986,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+|[M+H]+","2_4",8,0,0,0,1,0,0,"1495.82322191076|1427.12283049187",11,518.199307722518,133.074796247788,2
"CP209986",133.067043207147,133.08493728362,593.92754141384,601.52254644924,12234.7765193688,"(S)-methylsuccinic acid","CHEBI:91316","WXUAQHNMJWJLTG-VKHMYHEASA-N","C5H8O4",132.042258736,"[M+H]+","2_4",1,0,0,0,0,0,0,"0",12,598.26754156642,133.078497762454,1
"CP200974",518.253507133674,518.526123046875,227.158904342317,233.117620669775,1002.77983175767,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+Na]+","2_4",4,1,1,0.754087012434917,0,0,0,"694.604817197183",1,229.911328683873,518.31707472519,1
"CP203135|CP203032",518.236424485827,518.325599959262,287.702772218,300.514149582253,2393.62992137502,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+Na]+|[M+Na]+","2_4",7,2,2,0.754087012434917,0,0,0,"901.167746698596|890.984280399869",2,295.252053056034,518.291708369191,2
"CP739168|CP727568|CP207383|CP207382|CP206443|CP546970",540.130981445312,540.348937988281,416.297775188323,456.626555501461,5779776.05729191,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+CHO2]-|[M+Na]+|[M+H]+|[M+H]+|[M+Na]+|[M+CHO2]-","2_4",47,10,6,0.750266139782725,23,0,0,"1432.89333423315|975.227225399814|975.227225399814|980.005469822126|980.005469822126|1400.20289490078",3,424.556513090571,518.329862581031,6
"CP207380|CP206441|CP727558|CP206445|CP207375|CP206442|CP207376|CP207373|CP207413|CP727559|CP207412|CP207416|CP207410|CP207414|CP209504|CP209505|CP546968|CP209503|CP209506|CP207411|CP207415|CP207409|CP546967|CP209501|CP206440|CP209499|CP207408|CP546859|CP546964|CP209443|CP546965|CP209442|CP209439",496.324847552328,496.349504403648,447.460429124678,584.32354513696,10392.1159500604,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+H]+|[M+Na]+|[M+H]+|[M+Na]+|[M+H]+|[M+Na]+|[M+H]+|[M+H]+|[M+Na]+|[M+H]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+CHO2]-|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+CHO2]-|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M-H]-|[M+CHO2]-|[M+H]+|[M+CHO2]-|[M+H]+|[M+H]+","2_4",174,27,15,0.342064632094775,40,0,0,"1417.58215314805|997.618906065631|1012.04303708308|1024.68016787177|1186.7644140676|1073.33304805645|1472.92128158302|1547.83265997895|1303.60601309142|1248.90396686864|1360.55524981885|1432.84541320039|1467.19835492134|1515.08895238624|1730.23765564853|1703.31094934173|1559.75435406802|1772.89209547324|1672.55851173442|1621.21780637613|1565.13422179613|1241.28824152242|1576.18229986821|1853.71913893072|1115.38491446375|1809.91429499438|1179.3065455741|1527.77945166509|1636.72011614934|1734.72512425385|1599.37541488714|1785.23132980286|1856.01283884383",4,510.366246920619,514.272838471014,33
"CP209500|CP209502|CP209440",518.303980611608,518.355827486316,586.84120718532,598.4955269485,6794.60775258452,"1-hexadecanoyl-sn-glycero-3-phosphocholine","CHEBI:72998","ASWBNKHCZGQVJV-HSZRJFAPSA-N","C24H50NO7P",495.33248957,"[M+Na]+|[M+Na]+|[M+H]+","2_4",20,0,0,0,4,0,0,"0|0|0",5,592.401103018653,511.021659729159,3
"CP378857",359.276540556779,359.288584197835,352.044535692444,359.591533738436,224060.539370493,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+H]+","3_2",6,0,0,0,0,0,0,"1129.18704983118",1,355.017764411106,359.285553659294,1
"CP377461",381.227853384013,381.322866191265,447.141543133298,458.793655691519,6028.93179927011,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+Na]+","3_2",6,0,0,0,0,0,0,"1533.55178421927",2,452.624989864065,381.282469345405,1
"CP380338",381.239470967332,381.314786818161,539.539381550867,545.320057193335,3879.02465966989,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+Na]+","3_2",10,0,0,0,0,0,0,"1779.92993439693",3,542.806309176417,381.283847165969,1
"CP380339|CP380336",381.269665794104,381.29719395793,565.66321838529,582.580373514844,16453.4676633227,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+Na]+|[M+Na]+","3_2",16,5,2,0.787513144339551,2,0,0,"0|1928.2223852978",4,573.431709040372,381.274859625033,2
"CP393811",766.481007691421,766.591236220076,466.812458083678,473.223819954118,1520.23693041891,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M+Na]+","3_3",2,1,1,0.625838695984962,0,0,0,"1607.25477361295",1,470.025895802915,766.529928520833,1
"CP673674|CP673676",742.481428012149,742.532888403792,490.737499440978,506.041216774766,4341.09206297458,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M-H]-|[M-H]-","3_3",3,0,0,0,5,0,0,"1711.51651434013|1750.62212520261",2,497.365966133096,742.508688323457,2
"CP673672",742.468256289218,742.530295431754,506.041216774766,517.456469481433,10869.8403208014,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M-H]-","3_3",4,0,0,0,4,0,0,"1795.88726725572",3,511.748420275389,742.49628870521,1
"CP673677|CP675314|CP673675|CP673673",742.514523764063,742.55498068648,522.021867803633,547.885807315438,7010.7105624567,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M-H]-|[M-H]-|[M-H]-|[M-H]-","3_3",13,0,0,0,10,0,0,"1854.53397734118|1950.51910816312|1910.11599591485|1879.25356061672",4,534.540604197775,742.518606713767,4
"CP744591",742.464599609375,742.594299316406,550.171431291953,562.503129258742,18088.556654696,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M-H]-","3_3",2,0,0,0,4,0,0,"0",5,558.392125383022,742.518705986806,1
"CP675315",742.521291516531,742.557431259566,565.930119767782,574.84199372146,15714.8656079755,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M-H]-","3_3",3,0,0,0,3,0,0,"0",6,570.727139726268,742.534654557254,1
"CP675316|CP744592",742.513849747853,742.564305897998,576.669574309668,611.457136543737,22635.532364293,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M-H]-|[M-H]-","3_3",5,0,0,0,7,0,0,"0|0",7,585.810554893938,742.523864571992,2
"CP645628|CP359939",722.435283954327,722.557284669724,460.823467991349,474.790146436471,1883.89702484809,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CHEBI:45240","CITHEXJVPOWHKC-UUWRZZSWSA-N","C36H72NO8P",677.499554894,"[M+CHO2]-|[M+H]+","3_1",5,3,1,0.325200184629327,3,0,0,"1582.59240056702|1616.9375825842",1,468.227099232031,700.486230921412,2
"CP646709",722.40662611545,722.540025516577,478.190391917257,486.690970858336,2679.61816313273,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CHEBI:45240","CITHEXJVPOWHKC-UUWRZZSWSA-N","C36H72NO8P",677.499554894,"[M+CHO2]-","3_1",3,0,0,0,0,0,0,"1665.47382058741",2,482.810981046876,722.494750722984,1
"CP646710|CP646711",722.436420133913,722.544663649339,488.289489073475,503.820451572617,2017.32685544986,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CHEBI:45240","CITHEXJVPOWHKC-UUWRZZSWSA-N","C36H72NO8P",677.499554894,"[M+CHO2]-|[M+CHO2]-","3_1",7,2,1,0.325200184629327,0,0,0,"1712.81156404131|1751.92980159071",3,497.654725574553,722.486356836212,2
"CP360544",678.506855573621,678.617185885738,526.720234665543,534.94247802235,2227.48481203074,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CHEBI:45240","CITHEXJVPOWHKC-UUWRZZSWSA-N","C36H72NO8P",677.499554894,"[M+H]+","3_1",2,0,0,0,4,0,0,"1760.52107702388",4,530.373196632751,678.54497735261,1
"CP374108",786.558164913229,786.596978617178,351.815985663482,357.533770569147,401114.276327984,"1,2-dioleoyl-sn-glycero-3-phosphocholine","CHEBI:74669","SNKAWJBJQDLSFF-NVKMUCNASA-N","C44H84NO8P",785.593455278,"[M+H]+","3_2",10,2,1,0.604551040634256,0,0,0,"1129.18704983118",1,355.017764411106,786.595630226808,1
"CP375057|CP375051",786.593667953754,786.64431198199,391.460846243407,396.94810121426,1405.21287452716,"1,2-dioleoyl-sn-glycero-3-phosphocholine","CHEBI:74669","SNKAWJBJQDLSFF-NVKMUCNASA-N","C44H84NO8P",785.593455278,"[M+H]+|[M+Na]+","3_2",8,3,1,0.302306543253305,0,0,0,"1288.26544051244|1289.21149299824",2,393.86171245805,797.589138855721,2
"CP351713|CP351873",295.159108766368,295.210519237592,22.5702826174053,33.0572815438567,4337.69535693863,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+Na]+|[M+H]+","3_1",16,5,1,0.410020456920151,1,0,0,"0|0",1,27.5881139272726,284.175567023078,2
"CP364049",273.163730988429,273.167832720281,212.216291147982,219.999948638619,89853.686568559,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+","3_1",4,0,0,0,4,0,0,"660.575558975126",2,215.189850704688,273.166327709168,1
"CP354525|CP354524",295.119290997162,295.175862477492,224.35901630545,237.188589574206,3485.87033361233,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+Na]+|[M+Na]+","3_1",9,0,0,0,2,0,0,"686.631118513261|701.677291683374",3,229.854807678743,295.13329741162,2
"CP364048|CP354519|CP354520|CP354518|CP354522|CP354521|CP354523|CP642178|CP354517",273.154590955145,273.16925294713,245.509838640974,301.040319081128,7105.20136038543,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M+Na]+|[M-H]-|[M+Na]+","3_1",44,7,3,0.273355565714128,4,0,0,"725.013617365929|753.802895749058|725.013617365929|763.483092821018|785.257421208937|739.943099595554|776.613928075051|923.466434740959|796.337346885645",4,273.853089490222,290.019129830901,9
"CP643854",317.107906795746,317.159128535611,311.683219058175,318.55743038301,5735.87583702312,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+CHO2]-","3_1",3,3,1,0.806574799708604,1,0,0,"976.386625068654",5,313.856849961897,317.129777039461,1
"CP364042|CP643857|CP359064|CP364051|CP643856|CP643781",273.139972452779,273.172330715578,331.66058346265,351.118024249397,5119.53887298633,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+|[M+CHO2]-|[M+Na]+|[M+H]+|[M+CHO2]-|[M-H]-","3_1",24,2,1,0.136686377291091,6,0,0,"1032.43849230238|1093.42964908239|1026.532686361|1106.72545238444|1066.02570169625|1064.15395927296",6,340.917586530197,291.140810784727,6
"CP644927|CP644797|CP644796|CP644926|CP359015",317.154110629027,317.17560697823,359.351420859086,382.540744200185,12616.4572825216,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+CHO2]-|[M-H]-|[M-H]-|[M+CHO2]-|[M+Na]+","3_1",19,0,0,0,1,0,0,"1164.709010145|1075.55038730922|1124.60807142117|1081.78199159712|1160.20406345406",7,369.32118322885,294.365067092738,5
"CP743143|CP644930|CP644928|CP644798|CP644799|CP644800|CP364050|CP645857",317.118835449219,317.271331787109,385.754066770869,425.605143028797,6110.35832033543,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+CHO2]-|[M+CHO2]-|[M+CHO2]-|[M-H]-|[M-H]-|[M-H]-|[M+H]+|[M-H]-","3_1",22,4,2,0.203317297278986,1,0,0,"1322.19716778631|1356.43789711556|1060.7363297826|1325.56763666195|1137.55792271953|1356.43789711556|1404.38787900177|1387.28521037595",8,405.783470059443,288.679155357786,8
"CP364039|CP645948|CP645860|CP645859|CP647023|CP645861|CP364046|CP645858|CP647021|CP647022",273.156318839781,273.177347138744,436.271636131422,511.355036371792,6184.71207675997,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+|[M+CHO2]-|[M-H]-|[M-H]-|[M-H]-|[M-H]-|[M+H]+|[M-H]-|[M-H]-|[M-H]-","3_1",34,7,3,0.246020010601637,2,0,0,"1584.73063073716|1627.14803547847|1475.49367030349|1507.51173755182|1658.2797202817|1603.43852244492|1714.13134296038|1548.58749743191|1702.5088800079|1783.82404599158",9,473.142032236251,276.193342552118,10
"CP647025|CP647024|CP647026",271.18995415227,271.220406997476,518.889055528612,541.788743090154,4616.6336304793,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M-H]-|[M-H]-|[M-H]-","3_1",9,0,0,0,0,0,0,"1875.4431219852|1911.45129955722|1841.44520752445",10,529.549754363404,271.208192626794,3
"CP364045",273.139421387624,273.177887635829,546.431669856333,557.623182051571,14647.5091914673,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+","3_1",5,0,0,0,0,0,0,"1794.86086342183",11,552.370907307055,273.162662424824,1
"CP364038",273.142965895971,273.166680155732,595.840930966008,607.790630912791,23862.7607349682,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+","3_1",5,0,0,0,0,0,0,"0",12,601.851605033902,273.156328420985,1
"CP364047",273.135444703776,273.173539024326,622.889189066251,629.518179239551,7260.3083673795,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+","3_1",4,0,0,0,0,0,0,"0",13,626.088352230639,273.159936166079,1
"CP293940|CP293903|CP596677|CP292604",69.0440292358398,69.0461301251679,20.1247793097215,29.4920085728529,42821.0300043467,"1H-imidazole","CHEBI:16069","RAXXELZNTBOGNW-UHFFFAOYSA-N","C3H4N2",68.037448128,"[M+H]+|[M+Na]+|[M+CHO2]-|[M+Na]+","2_8",7,1,1,0.240441539713919,1,0,0,"0|0|0|0",1,23.7740198878214,91.0148049560947,4
"CP602272",112.984323967107,112.98755170367,107.631374896817,116.791340611904,30024.0797552084,"1H-imidazole","CHEBI:16069","RAXXELZNTBOGNW-UHFFFAOYSA-N","C3H4N2",68.037448128,"[M+CHO2]-","2_8",0,0,0,0,3,0,0,"502.948944924518",2,112.206670098144,112.985716363494,1
"CP602273",112.984176635742,112.986807977696,170.952381714084,178.4969391722,20331.9290628397,"1H-imidazole","CHEBI:16069","RAXXELZNTBOGNW-UHFFFAOYSA-N","C3H4N2",68.037448128,"[M+CHO2]-","2_8",0,0,0,0,3,0,0,"581.377164447416",3,173.925760578088,112.985670654819,1
"CP599177",113.058787188492,113.062440004122,211.145567438652,215.473494538903,1774.63790659453,"1H-imidazole","CHEBI:16069","RAXXELZNTBOGNW-UHFFFAOYSA-N","C3H4N2",68.037448128,"[M+CHO2]-","2_8",0,0,0,0,0,0,0,"657.509525333944",4,213.42511769005,113.061013890588,1
"CP602274",112.984100684,112.987127108008,241.342015141124,247.262326344295,15794.251780135,"1H-imidazole","CHEBI:16069","RAXXELZNTBOGNW-UHFFFAOYSA-N","C3H4N2",68.037448128,"[M+CHO2]-","2_8",0,0,0,0,3,0,0,"734.775278803723",5,243.609812855631,112.985566926515,1
